time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_U_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___2_EC_load_UPu;_LOAD___2_EC_transformer_U1Pu;_LOAD___2_EC_transformer_U2Pu;_LOAD___2_EC_transformer_tap;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___3_EC_load_UPu;_LOAD___3_EC_transformer_U1Pu;_LOAD___3_EC_transformer_U2Pu;_LOAD___3_EC_transformer_tap;TAP_CHANGER_LOAD_2_tapChanger_valueMin;TAP_CHANGER_LOAD_2_tapChanger_valueMax;TAP_CHANGER_LOAD_3_tapChanger_valueMin;TAP_CHANGER_LOAD_3_tapChanger_valueMax;TAP_CHANGER_LOCK_tapChangerLock_locked;TAP_CHANGER_LOCK_tapChangerLock_lockedT;TAP_CHANGER_LOCK_tapChangerLock_UMin;
0.000256;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03567;1;1;1;1;1;232.376;40.097;-0.0843317;0.002635;-0.00616754;-16.6165;43.6196;25.0599;12.801;17.5672;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.000512;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03567;1;1;1;1;1;232.376;40.0969;-0.0842867;0.0026183;-0.00616392;-16.6165;43.6196;25.0599;12.801;17.5672;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.001024;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03567;1;1;1;1;1;232.376;40.0967;-0.0841969;0.00258553;-0.00615668;-16.6163;43.6195;25.0599;12.8008;17.5673;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.002048;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03567;1;1;1;1;1;232.376;40.0963;-0.0840181;0.00252237;-0.00614226;-16.6161;43.6194;25.06;12.8005;17.5673;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.004096;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03566;1;1;1;1;1;232.377;40.0955;-0.0836631;0.00240508;-0.0061136;-16.6155;43.6191;25.0601;12.7999;17.5675;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.008192;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03566;1;1;1;1;1;232.378;40.0939;-0.0829624;0.00220242;-0.00605648;-16.6145;43.6186;25.0603;12.799;17.5677;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.016384;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03566;1;1;1;1;1;232.379;40.0908;-0.0815856;0.0018982;-0.00593996;-16.6127;43.6174;25.0605;12.7976;17.568;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.032768;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.382;40.0847;-0.0788612;0.00154988;-0.00568264;-16.6097;43.6148;25.0606;12.7965;17.5683;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0365603;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782215;0.00149092;-0.00561628;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0365603;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782215;0.00149092;-0.00561628;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0365613;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782213;0.00149091;-0.00561626;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0365623;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782211;0.00149091;-0.00561624;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0365643;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782208;0.0014909;-0.00561621;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0365683;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782202;0.00149087;-0.00561614;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0365763;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782188;0.00149083;-0.005616;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0365923;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782162;0.00149073;-0.00561573;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0366243;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782109;0.00149054;-0.00561518;-16.6091;43.6142;25.0605;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0366883;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782004;0.00149017;-0.00561408;-16.6091;43.6142;25.0605;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0368163;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0832;-0.0781793;0.00148942;-0.00561188;-16.6091;43.6141;25.0605;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0370723;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0831;-0.0781371;0.00148794;-0.00560748;-16.6091;43.6141;25.0605;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0375843;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0829;-0.0780527;0.00148508;-0.00559862;-16.609;43.614;25.0605;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0386083;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.384;40.0826;-0.0778836;0.00147968;-0.00558074;-16.6088;43.6139;25.0605;12.7965;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0406563;1.06002;1.04505;69.6903;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.384;40.0818;-0.0775445;0.00147005;-0.00554432;-16.6086;43.6135;25.0605;12.7966;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0447523;1.06002;1.04505;69.6903;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.385;40.0803;-0.0768619;0.0014548;-0.00546874;-16.608;43.6128;25.0603;12.7968;17.5683;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.999051;1.01;0.999051;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0529443;1.06002;1.04505;69.6903;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03566;1;1;1;1;1;232.386;40.0773;-0.0754761;0.0014358;-0.00530661;-16.6071;43.6115;25.0601;12.7973;17.5683;0.216992;0.120841;1.0014;1.04505;1.0014;7;0.942006;0.127199;0.999051;1.01;0.999051;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.0693283;1.06002;1.04505;69.6903;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03566;1;1;1;1;1;232.39;40.0712;-0.0726046;0.00141928;-0.00493919;-16.6054;43.609;25.0593;12.7989;17.568;0.216992;0.120841;1.0014;1.04505;1.0014;7;0.942006;0.127199;0.999051;1.01;0.999051;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.102096;1.06002;1.04505;69.6904;1.01001;1.01772;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05703;1.05535;1.05054;1.03567;1;0.999999;1;1;1;232.396;40.0587;-0.0663994;0.00137831;-0.00405136;-16.6029;43.6046;25.0574;12.8028;17.5672;0.216992;0.120841;1.0014;1.04505;1.0014;7;0.942008;0.127199;0.999053;1.01001;0.999053;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.167632;1.06003;1.04505;69.6906;1.01001;1.01772;1.01957;1.07018;1.06154;1.08993;1.056;1.05107;1.05704;1.05536;1.05055;1.03568;1;0.999999;1;1;1;232.406;40.0334;-0.052239;0.00108129;-0.00189693;-16.5998;43.5976;25.0528;12.8111;17.5653;0.216992;0.120841;1.0014;1.04505;1.0014;7;0.942012;0.1272;0.999055;1.01001;0.999055;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.298704;1.06003;1.04505;69.691;1.01002;1.01773;1.01958;1.0702;1.06155;1.08994;1.05601;1.05109;1.05706;1.05538;1.05058;1.0357;1;0.999999;1;1;1;232.417;39.9902;-0.0204721;-2.91088e-06;0.00217258;-16.5967;43.5882;25.0428;12.8243;17.5616;0.216992;0.120841;1.0014;1.04505;1.0014;7;0.942021;0.127202;0.999062;1.01002;0.999062;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.560848;1.06004;1.04505;69.6918;1.01003;1.01774;1.01959;1.07022;1.06156;1.08994;1.05602;1.0511;1.05707;1.0554;1.05059;1.03571;1;1;1;1;1;232.394;39.9752;0.0181301;-0.000732777;0.00237121;-16.5944;43.5783;25.0319;12.8336;17.5575;0.216994;0.120842;1.0014;1.04505;1.0014;7;0.942036;0.127206;0.999072;1.01003;0.999072;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961565;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184656;-0.00040348;0.000818586;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961565;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184656;-0.00040348;0.000818586;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961566;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184657;-0.000403481;0.000818584;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961567;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184657;-0.000403481;0.000818581;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961569;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184658;-0.000403482;0.000818576;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961573;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184659;-0.000403481;0.000818564;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961581;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184662;-0.000403482;0.000818542;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961597;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184668;-0.000403482;0.000818498;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961629;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184679;-0.000403483;0.000818408;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961693;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184702;-0.000403485;0.00081823;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.961821;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184747;-0.000403488;0.000817873;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.962077;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0184837;-0.000403494;0.000817157;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
0.962589;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.0511;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9874;0.0185017;-0.000403503;0.000815719;-16.5933;43.5735;25.0328;12.8377;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999077;1.01003;0.999077;10;0.99;1.01;0.99;1.01;-1;-1;65.895;
