time;IG1_inertialGrid_reducedOrderSFR_frequency;IG2_inertialGrid_reducedOrderSFR_frequency;
10.003026;49.998455;50.000000;
10.003891;49.998015;50.000000;
10.004756;49.997574;50.000000;
10.005621;49.997133;50.000000;
10.006486;49.996693;50.000000;
10.007351;49.996252;50.000000;
10.008216;49.995812;50.000000;
10.009081;49.995372;50.000000;
10.009946;49.994933;50.000000;
10.010811;49.994493;49.999999;
10.011676;49.994054;49.999999;
10.012541;49.993614;49.999999;
10.013406;49.993175;49.999999;
10.014271;49.992736;49.999999;
10.015136;49.992297;49.999999;
10.016001;49.991859;49.999998;
10.016866;49.991420;49.999998;
10.017731;49.990982;49.999998;
10.018596;49.990544;49.999997;
10.019461;49.990106;49.999997;
10.020326;49.989668;49.999997;
10.021191;49.989231;49.999996;
10.022056;49.988793;49.999996;
10.022921;49.988356;49.999995;
10.023786;49.987919;49.999995;
10.024651;49.987482;49.999994;
10.025516;49.987046;49.999993;
10.026381;49.986609;49.999993;
10.027246;49.986173;49.999992;
10.028111;49.985737;49.999991;
10.028976;49.985301;49.999990;
10.029841;49.984866;49.999990;
10.030706;49.984430;49.999989;
10.031571;49.983995;49.999988;
10.032436;49.983560;49.999987;
10.033301;49.983125;49.999986;
10.034166;49.982690;49.999984;
10.035031;49.982256;49.999983;
10.035897;49.981822;49.999982;
10.036762;49.981388;49.999981;
10.037627;49.980954;49.999979;
10.038492;49.980520;49.999978;
10.039357;49.980087;49.999976;
10.040222;49.979654;49.999975;
10.041087;49.979221;49.999973;
10.041952;49.978788;49.999972;
10.042817;49.978356;49.999970;
10.043682;49.977923;49.999968;
10.044547;49.977491;49.999966;
10.045412;49.977059;49.999964;
10.046277;49.976628;49.999962;
10.047142;49.976196;49.999960;
10.048007;49.975765;49.999958;
10.048872;49.975334;49.999956;
10.049737;49.974903;49.999953;
10.050602;49.974473;49.999951;
10.051467;49.974042;49.999948;
10.052332;49.973612;49.999946;
10.053197;49.973183;49.999943;
10.054062;49.972753;49.999940;
10.054927;49.972324;49.999937;
10.055792;49.971894;49.999935;
10.056657;49.971466;49.999932;
10.057522;49.971037;49.999928;
10.058387;49.970609;49.999925;
10.059252;49.970180;49.999922;
10.060117;49.969753;49.999918;
10.060982;49.969325;49.999915;
10.061847;49.968897;49.999911;
10.062712;49.968470;49.999908;
10.063577;49.968043;49.999904;
10.064442;49.967617;49.999900;
10.065307;49.967190;49.999896;
10.066172;49.966764;49.999892;
10.067037;49.966338;49.999888;
10.067902;49.965913;49.999883;
10.068767;49.965487;49.999879;
10.069632;49.965062;49.999874;
10.070497;49.964637;49.999870;
10.071362;49.964213;49.999865;
10.072228;49.963788;49.999860;
10.073093;49.963364;49.999855;
10.073958;49.962940;49.999850;
10.074823;49.962517;49.999845;
10.075688;49.962094;49.999839;
10.076553;49.961670;49.999834;
10.077418;49.961248;49.999828;
10.078283;49.960825;49.999823;
10.079148;49.960403;49.999817;
10.080013;49.959981;49.999811;
10.080878;49.959560;49.999805;
10.081743;49.959138;49.999798;
10.082608;49.958717;49.999792;
10.083473;49.958296;49.999786;
10.084338;49.957876;49.999779;
10.085203;49.957455;49.999772;
10.086068;49.957036;49.999765;
10.086933;49.956616;49.999758;
10.087798;49.956196;49.999751;
10.088663;49.955777;49.999744;
10.089528;49.955359;49.999736;
10.090393;49.954940;49.999729;
10.091258;49.954522;49.999721;
10.092123;49.954104;49.999713;
10.092988;49.953686;49.999705;
10.093853;49.953269;49.999697;
10.094718;49.952852;49.999689;
10.095583;49.952435;49.999680;
10.096448;49.952019;49.999672;
10.097313;49.951603;49.999663;
10.098178;49.951187;49.999654;
10.099043;49.950771;49.999645;
10.099908;49.950356;49.999636;
10.100773;49.949941;49.999626;
10.101638;49.949526;49.999617;
10.102503;49.949112;49.999607;
10.103368;49.948698;49.999597;
10.104233;49.948284;49.999587;
10.105098;49.947871;49.999577;
10.105963;49.947458;49.999567;
10.107694;49.946633;49.999546;
10.109194;49.945919;49.999527;
10.110694;49.945205;49.999507;
10.112194;49.944493;49.999487;
10.113694;49.943782;49.999467;
10.115194;49.943071;49.999445;
10.116694;49.942362;49.999424;
10.118194;49.941653;49.999402;
10.119694;49.940946;49.999379;
10.121194;49.940240;49.999356;
10.122695;49.939534;49.999332;
10.124195;49.938830;49.999307;
10.125695;49.938126;49.999282;
10.127195;49.937424;49.999257;
10.128695;49.936723;49.999231;
10.130195;49.936023;49.999204;
10.131695;49.935323;49.999177;
10.133195;49.934625;49.999149;
10.134695;49.933928;49.999120;
10.136195;49.933232;49.999091;
10.137696;49.932537;49.999061;
10.139196;49.931843;49.999031;
10.140696;49.931151;49.999000;
10.142196;49.930459;49.998968;
10.143696;49.929768;49.998936;
10.145196;49.929079;49.998903;
10.146696;49.928391;49.998869;
10.148196;49.927703;49.998835;
10.149696;49.927017;49.998800;
10.151196;49.926332;49.998764;
10.152697;49.925648;49.998727;
10.154197;49.924966;49.998690;
10.155697;49.924284;49.998653;
10.157197;49.923604;49.998614;
10.158697;49.922924;49.998575;
10.160197;49.922246;49.998535;
10.161697;49.921569;49.998495;
10.163197;49.920894;49.998453;
10.164697;49.920219;49.998411;
10.166197;49.919546;49.998368;
10.167698;49.918874;49.998325;
10.169198;49.918203;49.998281;
10.170698;49.917533;49.998236;
10.172198;49.916864;49.998190;
10.173698;49.916197;49.998143;
10.175198;49.915531;49.998096;
10.176698;49.914866;49.998048;
10.178198;49.914202;49.997999;
10.179698;49.913540;49.997949;
10.181198;49.912879;49.997899;
10.182699;49.912219;49.997848;
10.184199;49.911560;49.997796;
10.185699;49.910902;49.997743;
10.187199;49.910246;49.997689;
10.188699;49.909591;49.997635;
10.190199;49.908938;49.997579;
10.191699;49.908285;49.997523;
10.193199;49.907634;49.997466;
10.194699;49.906984;49.997408;
10.196199;49.906336;49.997350;
10.197700;49.905689;49.997290;
10.199200;49.905043;49.997230;
10.200700;49.904398;49.997169;
10.202200;49.903755;49.997107;
10.203700;49.903113;49.997044;
10.205200;49.902472;49.996980;
10.206700;49.901833;49.996915;
10.208200;49.901195;49.996850;
10.209700;49.900558;49.996783;
10.211201;49.899923;49.996716;
10.212701;49.899289;49.996648;
10.214201;49.898656;49.996579;
10.215701;49.898025;49.996509;
10.217201;49.897395;49.996438;
10.218701;49.896767;49.996366;
10.220201;49.896139;49.996293;
10.221701;49.895514;49.996219;
10.223201;49.894889;49.996144;
10.224701;49.894266;49.996069;
10.226202;49.893645;49.995992;
10.227702;49.893024;49.995915;
10.229202;49.892406;49.995836;
10.230702;49.891788;49.995757;
10.232202;49.891172;49.995677;
10.233702;49.890558;49.995595;
10.235202;49.889944;49.995513;
10.236702;49.889333;49.995430;
10.238202;49.888722;49.995346;
10.239702;49.888113;49.995260;
10.241203;49.887506;49.995174;
10.242703;49.886900;49.995087;
10.244203;49.886295;49.994999;
10.245703;49.885692;49.994910;
10.247203;49.885090;49.994819;
10.248703;49.884490;49.994728;
10.250203;49.883891;49.994636;
10.251703;49.883294;49.994543;
10.253203;49.882698;49.994449;
10.254703;49.882104;49.994353;
10.256204;49.881511;49.994257;
10.257704;49.880919;49.994160;
10.259204;49.880329;49.994061;
10.260704;49.879741;49.993962;
10.262204;49.879154;49.993861;
10.263704;49.878568;49.993760;
10.265204;49.877984;49.993657;
10.266704;49.877402;49.993554;
10.268204;49.876821;49.993449;
10.269704;49.876241;49.993343;
10.271205;49.875663;49.993237;
10.272705;49.875087;49.993129;
10.274205;49.874512;49.993020;
10.275705;49.873938;49.992910;
10.277205;49.873366;49.992799;
10.278705;49.872796;49.992687;
10.280205;49.872227;49.992573;
10.281705;49.871660;49.992459;
10.283205;49.871094;49.992343;
10.284705;49.870530;49.992227;
10.286206;49.869967;49.992109;
10.287706;49.869406;49.991991;
10.289206;49.868846;49.991871;
10.290706;49.868288;49.991750;
10.292206;49.867732;49.991628;
10.293706;49.867177;49.991504;
10.295206;49.866623;49.991380;
10.296706;49.866072;49.991254;
10.298206;49.865521;49.991128;
10.299706;49.864973;49.991000;
10.301207;49.864426;49.990871;
10.302707;49.863880;49.990741;
10.304207;49.863336;49.990610;
10.305707;49.862794;49.990478;
10.307207;49.862253;49.990344;
10.308707;49.861714;49.990210;
10.310207;49.861176;49.990074;
10.311707;49.860640;49.989937;
10.313207;49.860106;49.989799;
10.314707;49.859573;49.989660;
10.316208;49.859042;49.989519;
10.317708;49.858512;49.989378;
10.319208;49.857984;49.989235;
10.320708;49.857458;49.989091;
10.322208;49.856933;49.988946;
10.323708;49.856410;49.988800;
10.325208;49.855889;49.988652;
10.326708;49.855369;49.988504;
10.328208;49.854851;49.988354;
10.329709;49.854334;49.988203;
10.331209;49.853819;49.988051;
10.332709;49.853305;49.987897;
10.334209;49.852794;49.987743;
10.335709;49.852284;49.987587;
10.337209;49.851775;49.987430;
10.338709;49.851268;49.987272;
10.340209;49.850763;49.987112;
10.341709;49.850260;49.986952;
10.343209;49.849758;49.986790;
10.344710;49.849257;49.986627;
10.346210;49.848759;49.986463;
10.347710;49.848262;49.986297;
10.349210;49.847766;49.986131;
10.350710;49.847273;49.985963;
10.352210;49.846781;49.985793;
10.353710;49.846290;49.985623;
10.355210;49.845802;49.985452;
10.356710;49.845315;49.985279;
10.358210;49.844829;49.985105;
10.359711;49.844345;49.984929;
10.361211;49.843863;49.984753;
10.362711;49.843383;49.984575;
10.364211;49.842904;49.984396;
10.365711;49.842427;49.984216;
10.367211;49.841952;49.984034;
10.368711;49.841478;49.983852;
10.370211;49.841006;49.983668;
10.371711;49.840536;49.983483;
10.373211;49.840067;49.983296;
10.374712;49.839600;49.983108;
10.376212;49.839135;49.982919;
10.377712;49.838671;49.982729;
10.379212;49.838209;49.982538;
10.380712;49.837749;49.982345;
10.382212;49.837290;49.982151;
10.383712;49.836833;49.981956;
10.385212;49.836378;49.981759;
10.386712;49.835924;49.981562;
10.388212;49.835473;49.981362;
10.389713;49.835022;49.981162;
10.391213;49.834574;49.980961;
10.392713;49.834127;49.980758;
10.394213;49.833682;49.980554;
10.395713;49.833239;49.980348;
10.397213;49.832797;49.980142;
10.398713;49.832357;49.979934;
10.400213;49.831918;49.979725;
10.401713;49.831482;49.979514;
10.403213;49.831047;49.979303;
10.404714;49.830613;49.979090;
10.406214;49.830182;49.978875;
10.407714;49.829752;49.978660;
10.409214;49.829324;49.978443;
10.410714;49.828897;49.978225;
10.412214;49.828473;49.978006;
10.413714;49.828049;49.977785;
10.415214;49.827628;49.977563;
10.416714;49.827208;49.977340;
10.418214;49.826790;49.977115;
10.419715;49.826374;49.976890;
10.421215;49.825959;49.976663;
10.422715;49.825547;49.976434;
10.424215;49.825135;49.976205;
10.425715;49.824726;49.975974;
10.427215;49.824318;49.975742;
10.428715;49.823912;49.975508;
10.430215;49.823508;49.975273;
10.431715;49.823105;49.975037;
10.433215;49.822704;49.974800;
10.434716;49.822304;49.974561;
10.436216;49.821907;49.974322;
10.437716;49.821511;49.974080;
10.439216;49.821117;49.973838;
10.440716;49.820724;49.973594;
10.442216;49.820333;49.973349;
10.443716;49.819944;49.973103;
10.445216;49.819557;49.972855;
10.446716;49.819171;49.972607;
10.448217;49.818787;49.972357;
10.449717;49.818405;49.972105;
10.451217;49.818024;49.971852;
10.452717;49.817645;49.971598;
10.454217;49.817268;49.971343;
10.455717;49.816892;49.971087;
10.457217;49.816518;49.970829;
10.458717;49.816146;49.970570;
10.460217;49.815776;49.970309;
10.461717;49.815407;49.970048;
10.463218;49.815040;49.969785;
10.464718;49.814674;49.969520;
10.466218;49.814310;49.969255;
10.467718;49.813948;49.968988;
10.469218;49.813588;49.968720;
10.470718;49.813229;49.968451;
10.472218;49.812872;49.968180;
10.473718;49.812517;49.967908;
10.475218;49.812163;49.967635;
10.476718;49.811811;49.967361;
10.478219;49.811461;49.967085;
10.479719;49.811113;49.966808;
10.481219;49.810766;49.966530;
10.482719;49.810420;49.966250;
10.484219;49.810077;49.965969;
10.485719;49.809735;49.965687;
10.487219;49.809395;49.965404;
10.488719;49.809056;49.965119;
10.490219;49.808719;49.964833;
10.491719;49.808384;49.964546;
10.493220;49.808051;49.964258;
10.494720;49.807719;49.963968;
10.496220;49.807388;49.963677;
10.497720;49.807060;49.963385;
10.499220;49.806733;49.963092;
10.500720;49.806408;49.962797;
10.502220;49.806084;49.962501;
10.503720;49.805762;49.962204;
10.505220;49.805442;49.961905;
10.506720;49.805123;49.961606;
10.508221;49.804806;49.961305;
10.509721;49.804491;49.961002;
10.511221;49.804177;49.960699;
10.512721;49.803865;49.960394;
10.514221;49.803555;49.960088;
10.515721;49.803246;49.959781;
10.517221;49.802939;49.959473;
10.518721;49.802634;49.959163;
10.520221;49.802330;49.958852;
10.521721;49.802028;49.958540;
10.523222;49.801727;49.958226;
10.524722;49.801428;49.957912;
10.526222;49.801131;49.957596;
10.527722;49.800835;49.957279;
10.529222;49.800541;49.956960;
10.530722;49.800249;49.956641;
10.532222;49.799958;49.956320;
10.533722;49.799669;49.955998;
10.535222;49.799382;49.955675;
10.536722;49.799096;49.955350;
10.538223;49.798811;49.955025;
10.539723;49.798529;49.954698;
10.541223;49.798248;49.954370;
10.542723;49.797968;49.954041;
10.544223;49.797690;49.953710;
10.545723;49.797414;49.953378;
10.547223;49.797139;49.953045;
10.548723;49.796866;49.952711;
10.550223;49.796595;49.952376;
10.551724;49.796325;49.952040;
10.553224;49.796056;49.951702;
10.554724;49.795790;49.951363;
10.556224;49.795524;49.951023;
10.557724;49.795261;49.950682;
10.559224;49.794999;49.950339;
10.560724;49.794739;49.949995;
10.562224;49.794480;49.949651;
10.563724;49.794222;49.949305;
10.565224;49.793967;49.948957;
10.566725;49.793713;49.948609;
10.568225;49.793460;49.948260;
10.569725;49.793209;49.947909;
10.571225;49.792959;49.947557;
10.572725;49.792712;49.947204;
10.574225;49.792465;49.946850;
10.575725;49.792220;49.946495;
10.577225;49.791977;49.946138;
10.578725;49.791735;49.945780;
10.580225;49.791495;49.945422;
10.581726;49.791257;49.945062;
10.583226;49.791019;49.944701;
10.584726;49.790784;49.944338;
10.586226;49.790550;49.943975;
10.587726;49.790317;49.943610;
10.589226;49.790086;49.943245;
10.590726;49.789857;49.942878;
10.592226;49.789629;49.942510;
10.593726;49.789402;49.942141;
10.595226;49.789177;49.941771;
10.596727;49.788954;49.941400;
10.598227;49.788732;49.941027;
10.599727;49.788512;49.940654;
10.601227;49.788293;49.940279;
10.602727;49.788075;49.939904;
10.604227;49.787859;49.939527;
10.605727;49.787645;49.939149;
10.607227;49.787432;49.938770;
10.608727;49.787220;49.938390;
10.610227;49.787010;49.938009;
10.611728;49.786802;49.937627;
10.613228;49.786595;49.937243;
10.614728;49.786389;49.936859;
10.616228;49.786185;49.936473;
10.617728;49.785982;49.936087;
10.619228;49.785781;49.935699;
10.620728;49.785581;49.935311;
10.622228;49.785383;49.934921;
10.623728;49.785186;49.934530;
10.625228;49.784990;49.934138;
10.626729;49.784796;49.933745;
10.628229;49.784604;49.933351;
10.629729;49.784412;49.932956;
10.631229;49.784223;49.932560;
10.632729;49.784034;49.932163;
10.634229;49.783848;49.931765;
10.635729;49.783662;49.931366;
10.637229;49.783478;49.930966;
10.638729;49.783295;49.930564;
10.640229;49.783114;49.930162;
10.641730;49.782934;49.929759;
10.643230;49.782756;49.929355;
10.644730;49.782579;49.928949;
10.646230;49.782403;49.928543;
10.647730;49.782229;49.928136;
10.649230;49.782056;49.927728;
10.650730;49.781885;49.927318;
10.652230;49.781714;49.926908;
10.653730;49.781546;49.926497;
10.655230;49.781378;49.926084;
10.656731;49.781212;49.925671;
10.658231;49.781048;49.925257;
10.659731;49.780884;49.924842;
10.661231;49.780722;49.924426;
10.662731;49.780562;49.924009;
10.664231;49.780403;49.923591;
10.665731;49.780245;49.923172;
10.667231;49.780088;49.922752;
10.668731;49.779933;49.922331;
10.670232;49.779779;49.921909;
10.671732;49.779626;49.921486;
10.673232;49.779475;49.921062;
10.674732;49.779325;49.920638;
10.676232;49.779176;49.920212;
10.677732;49.779029;49.919786;
10.679232;49.778883;49.919358;
10.680732;49.778738;49.918930;
10.682232;49.778595;49.918501;
10.683732;49.778453;49.918070;
10.685233;49.778312;49.917639;
10.686733;49.778172;49.917207;
10.688233;49.778034;49.916775;
10.689733;49.777897;49.916341;
10.691233;49.777761;49.915906;
10.692733;49.777627;49.915471;
10.694233;49.777494;49.915034;
10.695733;49.777362;49.914597;
10.697233;49.777231;49.914159;
10.698733;49.777102;49.913720;
10.700234;49.776973;49.913280;
10.701734;49.776847;49.912839;
10.703234;49.776721;49.912398;
10.704734;49.776596;49.911955;
10.706234;49.776473;49.911512;
10.707734;49.776351;49.911068;
10.709234;49.776230;49.910623;
10.710734;49.776111;49.910177;
10.712234;49.775992;49.909731;
10.713734;49.775875;49.909283;
10.715235;49.775759;49.908835;
10.716735;49.775645;49.908386;
10.718235;49.775531;49.907936;
10.719735;49.775419;49.907485;
10.721235;49.775307;49.907034;
10.722735;49.775197;49.906582;
10.724235;49.775089;49.906128;
10.725735;49.774981;49.905675;
10.727235;49.774875;49.905220;
10.728735;49.774769;49.904765;
10.730236;49.774665;49.904308;
10.731736;49.774562;49.903851;
10.733236;49.774460;49.903394;
10.734736;49.774360;49.902935;
10.736236;49.774260;49.902476;
10.737736;49.774162;49.902016;
10.739236;49.774065;49.901555;
10.740736;49.773968;49.901094;
10.742236;49.773873;49.900632;
10.743736;49.773780;49.900169;
10.745237;49.773687;49.899705;
10.746737;49.773595;49.899241;
10.748237;49.773505;49.898775;
10.749737;49.773415;49.898310;
10.751237;49.773327;49.897843;
10.752737;49.773240;49.897376;
10.754237;49.773154;49.896908;
10.755737;49.773068;49.896439;
10.757237;49.772985;49.895970;
10.758737;49.772902;49.895500;
10.760238;49.772820;49.895029;
10.761738;49.772739;49.894558;
10.763238;49.772659;49.894086;
10.764738;49.772581;49.893613;
10.766238;49.772503;49.893140;
10.767738;49.772427;49.892666;
10.769238;49.772351;49.892191;
10.770738;49.772277;49.891716;
10.772238;49.772203;49.891240;
10.773738;49.772131;49.890763;
10.775239;49.772060;49.890286;
10.776739;49.771990;49.889808;
10.778239;49.771920;49.889329;
10.779739;49.771852;49.888850;
10.781239;49.771785;49.888370;
10.782739;49.771719;49.887890;
10.784239;49.771653;49.887409;
10.785739;49.771589;49.886927;
10.787239;49.771526;49.886445;
10.788740;49.771464;49.885962;
10.790240;49.771402;49.885479;
10.791740;49.771342;49.884995;
10.793240;49.771283;49.884510;
10.794740;49.771224;49.884025;
10.796240;49.771167;49.883540;
10.797740;49.771111;49.883053;
10.799240;49.771055;49.882567;
10.800740;49.771001;49.882079;
10.802240;49.770947;49.881591;
10.803741;49.770895;49.881103;
10.805241;49.770843;49.880614;
10.806741;49.770792;49.880124;
10.808241;49.770742;49.879634;
10.809741;49.770694;49.879144;
10.811241;49.770646;49.878653;
10.812741;49.770599;49.878161;
10.814241;49.770552;49.877669;
10.815741;49.770507;49.877176;
10.817241;49.770463;49.876683;
10.818742;49.770420;49.876190;
10.820242;49.770377;49.875695;
10.821742;49.770335;49.875201;
10.823242;49.770295;49.874706;
10.824742;49.770255;49.874210;
10.826242;49.770216;49.873714;
10.827742;49.770178;49.873217;
10.829242;49.770141;49.872721;
10.830742;49.770104;49.872223;
10.832242;49.770069;49.871725;
10.833743;49.770034;49.871227;
10.835243;49.770000;49.870728;
10.836743;49.769967;49.870229;
10.838243;49.769935;49.869729;
10.839743;49.769904;49.869229;
10.841243;49.769873;49.868729;
10.842743;49.769844;49.868228;
10.844243;49.769815;49.867726;
10.845743;49.769787;49.867224;
10.847243;49.769760;49.866722;
10.848744;49.769733;49.866220;
10.850244;49.769708;49.865717;
10.851744;49.769683;49.865213;
10.853244;49.769659;49.864710;
10.854744;49.769636;49.864206;
10.856244;49.769614;49.863701;
10.857744;49.769592;49.863196;
10.859244;49.769571;49.862691;
10.860744;49.769551;49.862185;
10.862244;49.769532;49.861679;
10.863745;49.769514;49.861173;
10.865245;49.769496;49.860666;
10.866745;49.769479;49.860159;
10.868245;49.769463;49.859652;
10.869745;49.769447;49.859144;
10.871245;49.769432;49.858636;
10.872745;49.769418;49.858128;
10.874245;49.769405;49.857619;
10.875745;49.769393;49.857110;
10.877245;49.769381;49.856601;
10.878746;49.769370;49.856092;
10.880246;49.769359;49.855582;
10.881746;49.769350;49.855072;
10.883246;49.769341;49.854561;
10.884746;49.769333;49.854050;
10.886246;49.769325;49.853539;
10.887746;49.769318;49.853028;
10.889246;49.769312;49.852516;
10.890746;49.769307;49.852005;
10.892247;49.769302;49.851493;
10.893747;49.769298;49.850980;
10.895247;49.769294;49.850468;
10.896747;49.769292;49.849955;
10.898247;49.769289;49.849442;
10.899747;49.769288;49.848928;
10.901247;49.769287;49.848415;
10.902747;49.769287;49.847901;
10.904247;49.769288;49.847387;
10.905747;49.769289;49.846873;
10.907248;49.769291;49.846358;
10.908748;49.769293;49.845844;
10.910248;49.769296;49.845329;
10.911748;49.769300;49.844814;
10.913248;49.769304;49.844299;
10.914748;49.769309;49.843783;
10.916248;49.769315;49.843268;
10.917748;49.769321;49.842752;
10.919248;49.769328;49.842236;
10.920748;49.769335;49.841720;
10.922249;49.769343;49.841203;
10.923749;49.769352;49.840687;
10.925249;49.769361;49.840170;
10.926749;49.769371;49.839653;
10.928249;49.769381;49.839137;
10.929749;49.769392;49.838619;
10.931249;49.769403;49.838102;
10.932749;49.769415;49.837585;
10.934249;49.769428;49.837067;
10.935749;49.769441;49.836550;
10.937250;49.769455;49.836032;
10.938750;49.769469;49.835514;
10.940250;49.769484;49.834996;
10.941750;49.769499;49.834478;
10.943250;49.769515;49.833960;
10.944750;49.769532;49.833442;
10.946250;49.769549;49.832924;
10.947750;49.769566;49.832405;
10.949250;49.769584;49.831887;
10.950750;49.769603;49.831368;
10.952251;49.769622;49.830850;
10.953751;49.769641;49.830331;
10.955251;49.769661;49.829812;
10.956751;49.769682;49.829294;
10.958251;49.769703;49.828775;
10.959751;49.769725;49.828256;
10.961251;49.769747;49.827737;
10.962751;49.769769;49.827218;
10.964251;49.769792;49.826699;
10.965751;49.769816;49.826180;
10.967252;49.769840;49.825661;
10.968752;49.769864;49.825142;
10.970252;49.769889;49.824622;
10.971752;49.769914;49.824103;
10.973252;49.769940;49.823584;
10.974752;49.769966;49.823065;
10.976252;49.769993;49.822546;
10.977752;49.770020;49.822027;
10.979252;49.770048;49.821508;
10.980752;49.770076;49.820989;
10.982253;49.770104;49.820469;
10.983753;49.770133;49.819950;
10.985253;49.770163;49.819431;
10.986753;49.770192;49.818912;
10.988253;49.770222;49.818393;
10.989753;49.770253;49.817875;
10.991253;49.770284;49.817356;
10.992753;49.770315;49.816837;
10.994253;49.770347;49.816318;
10.995753;49.770379;49.815799;
10.997254;49.770412;49.815281;
10.998754;49.770445;49.814762;
11.000254;49.770478;49.814244;
11.001754;49.770512;49.813725;
11.003254;49.770546;49.813207;
11.004754;49.770581;49.812689;
11.006254;49.770615;49.812171;
11.007754;49.770651;49.811653;
11.009254;49.770686;49.811135;
11.010755;49.770722;49.810617;
11.012255;49.770758;49.810099;
11.013755;49.770795;49.809582;
11.015255;49.770832;49.809064;
11.016755;49.770869;49.808547;
11.018255;49.770907;49.808030;
11.019755;49.770945;49.807513;
11.021255;49.770983;49.806996;
11.022755;49.771022;49.806479;
11.024255;49.771061;49.805962;
11.025756;49.771100;49.805446;
11.027256;49.771140;49.804929;
11.028756;49.771180;49.804413;
11.030256;49.771220;49.803897;
11.031756;49.771261;49.803381;
11.033256;49.771302;49.802866;
11.034756;49.771343;49.802350;
11.036256;49.771384;49.801835;
11.037756;49.771426;49.801320;
11.039256;49.771468;49.800805;
11.040757;49.771510;49.800290;
11.042257;49.771553;49.799775;
11.043757;49.771596;49.799261;
11.045257;49.771639;49.798747;
11.046757;49.771682;49.798233;
11.048257;49.771726;49.797719;
11.049757;49.771770;49.797206;
11.051257;49.771814;49.796693;
11.052757;49.771858;49.796180;
11.054257;49.771903;49.795667;
11.055758;49.771948;49.795154;
11.057258;49.771993;49.794642;
11.058758;49.772038;49.794130;
11.060258;49.772084;49.793618;
11.061758;49.772130;49.793107;
11.063258;49.772176;49.792595;
11.064758;49.772222;49.792084;
11.066258;49.772269;49.791574;
11.067758;49.772315;49.791063;
11.069258;49.772362;49.790553;
11.070759;49.772409;49.790043;
11.072259;49.772457;49.789533;
11.073759;49.772504;49.789024;
11.075259;49.772552;49.788515;
11.076759;49.772600;49.788006;
11.078259;49.772648;49.787498;
11.079759;49.772696;49.786990;
11.081259;49.772745;49.786482;
11.082759;49.772794;49.785974;
11.084259;49.772842;49.785467;
11.085760;49.772891;49.784960;
11.087260;49.772941;49.784454;
11.088760;49.772990;49.783947;
11.090260;49.773039;49.783442;
11.091760;49.773089;49.782936;
11.093260;49.773139;49.782431;
11.094760;49.773189;49.781926;
11.096260;49.773239;49.781421;
11.097760;49.773289;49.780917;
11.099260;49.773340;49.780414;
11.100761;49.773390;49.779910;
11.102261;49.773441;49.779407;
11.103761;49.773492;49.778905;
11.105261;49.773543;49.778402;
11.106761;49.773594;49.777900;
11.108261;49.773645;49.777399;
11.109761;49.773696;49.776898;
11.111261;49.773747;49.776397;
11.112761;49.773799;49.775897;
11.114261;49.773850;49.775397;
11.115762;49.773902;49.774897;
11.117262;49.773954;49.774398;
