time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_generator_omegaPu;GEN____2_SM_generator_PGen;GEN____2_SM_generator_QGen;GEN____2_SM_generator_UStatorPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_generator_omegaPu;GEN____3_SM_generator_PGen;GEN____3_SM_generator_QGen;GEN____3_SM_generator_UStatorPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_generator_omegaPu;GEN____6_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____6_SM_generator_UStatorPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_generator_omegaPu;GEN____8_SM_generator_PGen;GEN____8_SM_generator_QGen;GEN____8_SM_generator_UStatorPu;GEN____8_SM_voltageRegulator_EfdPu;
0.000512;1.059970;1.045041;1.010001;1.017703;1.019553;1.070149;1.061530;1.089926;1.055982;1.051051;1.057013;1.055333;1.050524;1.035656;1.000000;232.329772;-16.690874;1.058824;1.436651;1.000000;40.125918;43.675264;1.048778;1.269366;1.000000;-0.074759;25.065945;1.011505;1.112250;1.000000;0.005586;12.802718;1.070149;1.461752;1.000000;-0.006402;17.569948;1.096374;1.194231;
0.001024;1.059970;1.045041;1.010001;1.017703;1.019553;1.070149;1.061530;1.089926;1.055982;1.051051;1.057013;1.055333;1.050524;1.035656;1.000000;232.329953;-16.690647;1.058824;1.436649;1.000000;40.125662;43.675120;1.048778;1.269367;1.000000;-0.074672;25.065956;1.011505;1.112250;1.000000;0.005545;12.802605;1.070149;1.461756;1.000000;-0.006393;17.569966;1.096374;1.194232;
0.002048;1.059970;1.045040;1.010001;1.017703;1.019553;1.070148;1.061529;1.089925;1.055981;1.051051;1.057013;1.055332;1.050524;1.035656;1.000000;232.330314;-16.690200;1.058825;1.436645;1.000000;40.125151;43.674835;1.048778;1.269369;1.000000;-0.074499;25.065977;1.011505;1.112250;1.000000;0.005465;12.802388;1.070148;1.461764;1.000000;-0.006376;17.569999;1.096374;1.194233;
0.004096;1.059971;1.045040;1.010001;1.017703;1.019552;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055332;1.050523;1.035656;1.000000;232.331031;-16.689335;1.058825;1.436637;1.000000;40.124135;43.674274;1.048777;1.269373;1.000000;-0.074158;25.066007;1.011505;1.112250;1.000000;0.005317;12.801992;1.070147;1.461779;1.000000;-0.006343;17.570059;1.096374;1.194235;
0.008192;1.059971;1.045040;1.010001;1.017703;1.019552;1.070146;1.061529;1.089925;1.055981;1.051050;1.057011;1.055330;1.050522;1.035655;1.000000;232.332454;-16.687710;1.058826;1.436622;1.000000;40.122122;43.673194;1.048777;1.269380;1.000000;-0.073488;25.066031;1.011505;1.112249;1.000000;0.005059;12.801334;1.070146;1.461804;1.000000;-0.006280;17.570150;1.096373;1.194238;
0.016384;1.059972;1.045040;1.010001;1.017702;1.019552;1.070145;1.061528;1.089925;1.055980;1.051049;1.057010;1.055329;1.050521;1.035654;1.000000;232.335268;-16.684833;1.058827;1.436593;1.000000;40.118160;43.671199;1.048776;1.269390;1.000000;-0.072184;25.065952;1.011505;1.112248;1.000000;0.004661;12.800468;1.070145;1.461836;1.000000;-0.006167;17.570236;1.096373;1.194244;
0.027036;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338904;-16.681687;1.058829;1.436557;1.000000;40.113069;43.668918;1.048776;1.269400;1.000000;-0.070516;25.065660;1.011505;1.112245;1.000000;0.004284;12.799980;1.070144;1.461853;1.000000;-0.006029;17.570211;1.096373;1.194249;
0.027036;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338904;-16.681687;1.058829;1.436557;1.000000;40.113069;43.668918;1.048776;1.269400;1.000000;-0.070516;25.065660;1.011505;1.112245;1.000000;0.004284;12.799980;1.070144;1.461853;1.000000;-0.006029;17.570211;1.096373;1.194249;
0.027037;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338904;-16.681686;1.058829;1.436557;1.000000;40.113069;43.668918;1.048776;1.269400;1.000000;-0.070516;25.065660;1.011505;1.112245;1.000000;0.004284;12.799980;1.070144;1.461853;1.000000;-0.006029;17.570211;1.096373;1.194249;
0.027038;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338904;-16.681686;1.058829;1.436557;1.000000;40.113068;43.668917;1.048776;1.269400;1.000000;-0.070516;25.065660;1.011505;1.112245;1.000000;0.004284;12.799980;1.070144;1.461853;1.000000;-0.006029;17.570211;1.096373;1.194249;
0.027040;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338905;-16.681686;1.058829;1.436557;1.000000;40.113068;43.668917;1.048776;1.269400;1.000000;-0.070515;25.065660;1.011505;1.112245;1.000000;0.004284;12.799980;1.070144;1.461853;1.000000;-0.006029;17.570211;1.096373;1.194249;
0.027044;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338906;-16.681685;1.058829;1.436557;1.000000;40.113066;43.668916;1.048776;1.269400;1.000000;-0.070515;25.065660;1.011505;1.112245;1.000000;0.004284;12.799980;1.070144;1.461853;1.000000;-0.006029;17.570211;1.096373;1.194249;
0.027052;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338909;-16.681683;1.058829;1.436557;1.000000;40.113062;43.668915;1.048776;1.269400;1.000000;-0.070514;25.065659;1.011505;1.112245;1.000000;0.004284;12.799980;1.070144;1.461853;1.000000;-0.006029;17.570211;1.096373;1.194249;
0.027068;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338915;-16.681678;1.058829;1.436557;1.000000;40.113054;43.668912;1.048776;1.269400;1.000000;-0.070511;25.065659;1.011505;1.112245;1.000000;0.004283;12.799980;1.070144;1.461853;1.000000;-0.006029;17.570211;1.096373;1.194249;
0.027100;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338925;-16.681670;1.058829;1.436557;1.000000;40.113039;43.668905;1.048776;1.269400;1.000000;-0.070506;25.065657;1.011505;1.112245;1.000000;0.004283;12.799980;1.070144;1.461853;1.000000;-0.006029;17.570210;1.096373;1.194249;
0.027164;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338947;-16.681654;1.058829;1.436557;1.000000;40.113009;43.668893;1.048776;1.269400;1.000000;-0.070497;25.065655;1.011505;1.112245;1.000000;0.004281;12.799981;1.070144;1.461853;1.000000;-0.006028;17.570210;1.096373;1.194249;
0.027292;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.338990;-16.681621;1.058829;1.436556;1.000000;40.112949;43.668868;1.048776;1.269400;1.000000;-0.070477;25.065649;1.011505;1.112245;1.000000;0.004278;12.799981;1.070144;1.461853;1.000000;-0.006026;17.570208;1.096373;1.194249;
0.027548;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.339077;-16.681557;1.058829;1.436555;1.000000;40.112828;43.668818;1.048776;1.269401;1.000000;-0.070438;25.065639;1.011505;1.112245;1.000000;0.004272;12.799982;1.070144;1.461853;1.000000;-0.006023;17.570205;1.096373;1.194249;
0.028060;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.339250;-16.681428;1.058829;1.436554;1.000000;40.112587;43.668718;1.048776;1.269401;1.000000;-0.070360;25.065617;1.011505;1.112245;1.000000;0.004261;12.799985;1.070144;1.461853;1.000000;-0.006017;17.570198;1.096373;1.194249;
0.029084;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;232.339595;-16.681174;1.058829;1.436550;1.000000;40.112105;43.668521;1.048776;1.269402;1.000000;-0.070204;25.065573;1.011505;1.112244;1.000000;0.004239;12.799996;1.070144;1.461852;1.000000;-0.006005;17.570183;1.096373;1.194250;
0.030689;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;232.340138;-16.680787;1.058830;1.436545;1.000000;40.111349;43.668220;1.048776;1.269402;1.000000;-0.069958;25.065500;1.011505;1.112244;1.000000;0.004206;12.800021;1.070144;1.461851;1.000000;-0.005987;17.570159;1.096373;1.194250;
0.030689;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;232.340138;-16.680787;1.058830;1.436545;1.000000;40.111349;43.668220;1.048776;1.269402;1.000000;-0.069958;25.065500;1.011505;1.112244;1.000000;0.004206;12.800021;1.070144;1.461851;1.000000;-0.005987;17.570159;1.096373;1.194250;
0.030689;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;232.340138;-16.680787;1.058830;1.436545;1.000000;40.111349;43.668220;1.048776;1.269402;1.000000;-0.069958;25.065500;1.011505;1.112244;1.000000;0.004206;12.800021;1.070144;1.461851;1.000000;-0.005987;17.570159;1.096373;1.194250;
0.031132;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;232.340288;-16.680682;1.058830;1.436544;1.000000;40.111141;43.668138;1.048776;1.269403;1.000000;-0.069891;25.065480;1.011505;1.112244;1.000000;0.004197;12.800030;1.070144;1.461850;1.000000;-0.005982;17.570151;1.096373;1.194251;
0.035228;1.059975;1.045039;1.010001;1.017703;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.341674;-16.679755;1.058830;1.436532;1.000000;40.109214;43.667409;1.048776;1.269405;1.000000;-0.069264;25.065277;1.011505;1.112242;1.000000;0.004120;12.800149;1.070144;1.461845;1.000000;-0.005934;17.570076;1.096373;1.194252;
0.043420;1.059976;1.045039;1.010001;1.017703;1.019553;1.070145;1.061529;1.089924;1.055980;1.051050;1.057010;1.055329;1.050521;1.035654;1.000000;232.344458;-16.678107;1.058832;1.436508;1.000000;40.105353;43.666092;1.048776;1.269408;1.000000;-0.067998;25.064817;1.011505;1.112239;1.000000;0.003985;12.800556;1.070145;1.461828;1.000000;-0.005836;17.569888;1.096373;1.194254;
0.052834;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347687;-16.676484;1.058833;1.436482;1.000000;40.100879;43.664788;1.048775;1.269410;1.000000;-0.066513;25.064219;1.011506;1.112235;1.000000;0.003842;12.801213;1.070146;1.461801;1.000000;-0.005718;17.569627;1.096372;1.194257;
0.052834;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347687;-16.676484;1.058833;1.436482;1.000000;40.100879;43.664788;1.048775;1.269410;1.000000;-0.066513;25.064219;1.011506;1.112235;1.000000;0.003842;12.801213;1.070146;1.461801;1.000000;-0.005718;17.569627;1.096372;1.194257;
0.052835;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347687;-16.676484;1.058833;1.436482;1.000000;40.100878;43.664787;1.048775;1.269410;1.000000;-0.066512;25.064219;1.011506;1.112235;1.000000;0.003842;12.801213;1.070146;1.461801;1.000000;-0.005718;17.569627;1.096372;1.194257;
0.052836;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347687;-16.676484;1.058833;1.436482;1.000000;40.100878;43.664787;1.048775;1.269410;1.000000;-0.066512;25.064219;1.011506;1.112235;1.000000;0.003842;12.801213;1.070146;1.461801;1.000000;-0.005718;17.569627;1.096372;1.194257;
0.052838;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347688;-16.676484;1.058833;1.436482;1.000000;40.100877;43.664787;1.048775;1.269410;1.000000;-0.066512;25.064219;1.011506;1.112235;1.000000;0.003842;12.801213;1.070146;1.461801;1.000000;-0.005718;17.569627;1.096372;1.194257;
0.052842;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347689;-16.676483;1.058833;1.436482;1.000000;40.100875;43.664787;1.048775;1.269410;1.000000;-0.066511;25.064218;1.011506;1.112235;1.000000;0.003842;12.801213;1.070146;1.461801;1.000000;-0.005718;17.569627;1.096372;1.194257;
0.052850;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347692;-16.676482;1.058833;1.436481;1.000000;40.100871;43.664786;1.048775;1.269410;1.000000;-0.066510;25.064218;1.011506;1.112235;1.000000;0.003842;12.801214;1.070146;1.461801;1.000000;-0.005718;17.569627;1.096372;1.194257;
0.052866;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347698;-16.676479;1.058833;1.436481;1.000000;40.100864;43.664784;1.048775;1.269410;1.000000;-0.066508;25.064217;1.011506;1.112235;1.000000;0.003842;12.801216;1.070146;1.461801;1.000000;-0.005717;17.569626;1.096372;1.194257;
0.052898;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347709;-16.676474;1.058833;1.436481;1.000000;40.100848;43.664780;1.048775;1.269410;1.000000;-0.066502;25.064215;1.011506;1.112235;1.000000;0.003842;12.801218;1.070146;1.461801;1.000000;-0.005717;17.569625;1.096372;1.194257;
0.052962;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347731;-16.676465;1.058833;1.436481;1.000000;40.100818;43.664772;1.048775;1.269410;1.000000;-0.066492;25.064210;1.011506;1.112235;1.000000;0.003841;12.801224;1.070146;1.461801;1.000000;-0.005716;17.569623;1.096372;1.194257;
0.053090;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347775;-16.676445;1.058833;1.436481;1.000000;40.100757;43.664756;1.048775;1.269410;1.000000;-0.066472;25.064201;1.011506;1.112235;1.000000;0.003839;12.801235;1.070146;1.461800;1.000000;-0.005715;17.569619;1.096372;1.194257;
0.053346;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.347863;-16.676407;1.058833;1.436480;1.000000;40.100635;43.664724;1.048775;1.269410;1.000000;-0.066431;25.064183;1.011506;1.112235;1.000000;0.003836;12.801257;1.070146;1.461799;1.000000;-0.005711;17.569611;1.096372;1.194257;
0.053858;1.059977;1.045039;1.010002;1.017703;1.019553;1.070147;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.348039;-16.676330;1.058833;1.436479;1.000000;40.100391;43.664661;1.048775;1.269410;1.000000;-0.066350;25.064148;1.011506;1.112235;1.000000;0.003829;12.801303;1.070147;1.461797;1.000000;-0.005705;17.569595;1.096372;1.194257;
0.054882;1.059978;1.045039;1.010002;1.017703;1.019553;1.070147;1.061529;1.089924;1.055981;1.051050;1.057012;1.055331;1.050523;1.035655;1.000000;232.348392;-16.676179;1.058833;1.436476;1.000000;40.099904;43.664537;1.048775;1.269410;1.000000;-0.066187;25.064076;1.011506;1.112234;1.000000;0.003816;12.801394;1.070147;1.461794;1.000000;-0.005692;17.569562;1.096372;1.194257;
0.056930;1.059978;1.045039;1.010002;1.017703;1.019553;1.070147;1.061529;1.089924;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.349099;-16.675885;1.058833;1.436471;1.000000;40.098926;43.664296;1.048775;1.269410;1.000000;-0.065859;25.063930;1.011506;1.112234;1.000000;0.003789;12.801583;1.070147;1.461786;1.000000;-0.005665;17.569495;1.096372;1.194258;
0.061026;1.059978;1.045039;1.010002;1.017704;1.019554;1.070148;1.061529;1.089924;1.055982;1.051051;1.057013;1.055332;1.050524;1.035656;1.000000;232.350519;-16.675331;1.058834;1.436460;1.000000;40.096961;43.663844;1.048775;1.269410;1.000000;-0.065197;25.063631;1.011506;1.112232;1.000000;0.003735;12.801978;1.070148;1.461771;1.000000;-0.005611;17.569357;1.096372;1.194259;
0.069218;1.059979;1.045039;1.010002;1.017704;1.019554;1.070150;1.061530;1.089924;1.055982;1.051052;1.057014;1.055334;1.050525;1.035657;1.000000;232.353381;-16.674343;1.058835;1.436440;0.999999;40.092996;43.663046;1.048776;1.269409;1.000000;-0.063845;25.063007;1.011506;1.112228;1.000000;0.003621;12.802825;1.070150;1.461737;1.000000;-0.005499;17.569065;1.096372;1.194261;
0.085602;1.059981;1.045040;1.010002;1.017705;1.019556;1.070153;1.061531;1.089924;1.055984;1.051054;1.057017;1.055337;1.050528;1.035659;1.000000;232.359188;-16.672756;1.058837;1.436403;0.999999;40.084905;43.661823;1.048776;1.269406;1.000000;-0.061026;25.061679;1.011506;1.112220;1.000000;0.003365;12.804666;1.070153;1.461666;1.000000;-0.005258;17.568443;1.096372;1.194266;
0.118370;1.059984;1.045040;1.010003;1.017707;1.019558;1.070161;1.061533;1.089924;1.055987;1.051058;1.057022;1.055344;1.050535;1.035664;1.000000;232.371010;-16.670659;1.058840;1.436338;0.999999;40.068152;43.660502;1.048776;1.269396;1.000000;-0.054918;25.058821;1.011507;1.112204;0.999999;0.002712;12.808547;1.070161;1.461518;1.000000;-0.004722;17.567130;1.096371;1.194277;
0.183906;1.059989;1.045042;1.010005;1.017711;1.019562;1.070174;1.061536;1.089924;1.055993;1.051065;1.057033;1.055357;1.050548;1.035673;1.000000;232.393928;-16.668663;1.058845;1.436235;0.999999;40.034004;43.660378;1.048777;1.269373;1.000001;-0.041222;25.052744;1.011509;1.112172;0.999999;0.001002;12.815947;1.070174;1.461245;1.000000;-0.003598;17.564524;1.096370;1.194308;
0.294755;1.059995;1.045043;1.010009;1.017716;1.019568;1.070193;1.061541;1.089922;1.056001;1.051075;1.057047;1.055374;1.050564;1.035685;1.000000;232.422551;-16.667064;1.058852;1.436106;0.999999;39.984545;43.661897;1.048779;1.269332;1.000001;-0.016936;25.042402;1.011511;1.112123;0.999999;-0.001673;12.826082;1.070193;1.460874;1.000000;-0.002309;17.560597;1.096367;1.194373;
0.294755;1.059995;1.045043;1.010009;1.017716;1.019568;1.070193;1.061541;1.089922;1.056001;1.051075;1.057047;1.055374;1.050564;1.035685;1.000000;232.422551;-16.667064;1.058852;1.436106;0.999999;39.984545;43.661897;1.048779;1.269332;1.000001;-0.016936;25.042402;1.011511;1.112123;0.999999;-0.001673;12.826082;1.070193;1.460874;1.000000;-0.002309;17.560597;1.096367;1.194373;
0.294756;1.059995;1.045043;1.010009;1.017716;1.019568;1.070193;1.061541;1.089922;1.056001;1.051075;1.057047;1.055374;1.050564;1.035685;1.000000;232.422552;-16.667064;1.058852;1.436106;0.999999;39.984545;43.661897;1.048779;1.269332;1.000001;-0.016935;25.042401;1.011511;1.112123;0.999999;-0.001674;12.826083;1.070193;1.460874;1.000000;-0.002309;17.560597;1.096367;1.194373;
0.294757;1.059995;1.045043;1.010009;1.017716;1.019568;1.070193;1.061541;1.089922;1.056001;1.051075;1.057047;1.055374;1.050564;1.035685;1.000000;232.422552;-16.667064;1.058852;1.436106;0.999999;39.984544;43.661897;1.048779;1.269332;1.000001;-0.016935;25.042401;1.011511;1.112123;0.999999;-0.001674;12.826083;1.070193;1.460874;1.000000;-0.002309;17.560597;1.096367;1.194373;
0.294759;1.059995;1.045043;1.010009;1.017716;1.019568;1.070193;1.061541;1.089922;1.056001;1.051075;1.057047;1.055374;1.050564;1.035685;1.000000;232.422552;-16.667064;1.058852;1.436106;0.999999;39.984544;43.661897;1.048779;1.269332;1.000001;-0.016935;25.042401;1.011511;1.112123;0.999999;-0.001674;12.826083;1.070193;1.460874;1.000000;-0.002309;17.560597;1.096367;1.194373;
