time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_voltageRegulator_EfdPu;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;NETWORK__BUS____1-BUS____5-1_AC_iSide2;NETWORK__BUS____1-BUS____5-1_AC_state;NETWORK__BUS____2-BUS____5-1_AC_iSide2;NETWORK__BUS____2-BUS____5-1_AC_state;NETWORK__BUS____2-BUS____4-1_AC_iSide2;NETWORK__BUS____2-BUS____4-1_AC_state;CLA_2_4_currentLimitAutomaton_order;CLA_2_5_currentLimitAutomaton_order;CLA_2_4_currentLimitAutomaton_IMax;CLA_2_5_currentLimitAutomaton_IMax;
0.000512;1.060009;1.045019;1.009998;1.017699;1.019551;1.070150;1.061528;1.089925;1.055980;1.051050;1.057013;1.055334;1.050526;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.378822;0.003393;40.081411;-0.077496;-0.005648;-16.575201;43.549601;25.078194;12.805606;17.570641;1.058872;1.070150;1.048745;1.011503;1.096373;1.112742;1.149209;1.053809;1.184585;1.194244;0.216983;0.126984;597.353230;2.000000;333.817803;2.000000;448.506451;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.001024;1.060009;1.045019;1.009998;1.017699;1.019551;1.070150;1.061528;1.089925;1.055980;1.051050;1.057013;1.055334;1.050525;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.378879;0.003357;40.081271;-0.077419;-0.005641;-16.575180;43.549700;25.078198;12.805437;17.570668;1.058872;1.070150;1.048745;1.011503;1.096373;1.112743;1.149209;1.053809;1.184591;1.194245;0.216983;0.126984;597.353238;2.000000;333.817708;2.000000;448.506312;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.002048;1.060009;1.045018;1.009998;1.017698;1.019551;1.070149;1.061527;1.089925;1.055980;1.051050;1.057013;1.055333;1.050525;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.378990;0.003286;40.080993;-0.077264;-0.005626;-16.575144;43.549896;25.078203;12.805112;17.570721;1.058872;1.070149;1.048745;1.011503;1.096373;1.112743;1.149209;1.053809;1.184604;1.194246;0.216983;0.126984;597.353252;2.000000;333.817517;2.000000;448.506032;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.004096;1.060009;1.045018;1.009998;1.017698;1.019551;1.070148;1.061527;1.089924;1.055979;1.051049;1.057012;1.055332;1.050524;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.379208;0.003156;40.080442;-0.076955;-0.005597;-16.575084;43.550275;25.078201;12.804509;17.570816;1.058872;1.070148;1.048745;1.011503;1.096373;1.112743;1.149209;1.053809;1.184626;1.194249;0.216983;0.126984;597.353270;2.000000;333.817124;2.000000;448.505464;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.008192;1.060009;1.045018;1.009998;1.017698;1.019550;1.070146;1.061526;1.089924;1.055979;1.051048;1.057010;1.055330;1.050522;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.379624;0.002932;40.079355;-0.076337;-0.005537;-16.575017;43.550987;25.078156;12.803474;17.570973;1.058872;1.070146;1.048745;1.011503;1.096373;1.112744;1.149208;1.053810;1.184665;1.194253;0.216983;0.126984;597.353267;2.000000;333.816302;2.000000;448.504299;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.016384;1.060009;1.045018;1.009998;1.017697;1.019550;1.070144;1.061526;1.089924;1.055977;1.051047;1.057008;1.055328;1.050520;1.035652;1.000000;1.000000;1.000000;1.000000;1.000000;232.380383;0.002604;40.077232;-0.075089;-0.005409;-16.575060;43.552263;25.077927;12.801990;17.571167;1.058872;1.070144;1.048745;1.011503;1.096372;1.112744;1.149205;1.053809;1.184719;1.194260;0.216983;0.126984;597.353119;2.000000;333.814537;2.000000;448.501861;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.032768;1.060009;1.045019;1.009998;1.017697;1.019549;1.070142;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050518;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.381640;0.002262;40.073106;-0.072473;-0.005106;-16.575670;43.554394;25.077034;12.800724;17.571200;1.058872;1.070142;1.048746;1.011503;1.096372;1.112744;1.149195;1.053806;1.184763;1.194270;0.216983;0.126984;597.352310;2.000000;333.810624;2.000000;448.496572;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.039950;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382096;0.002174;40.071302;-0.071249;-0.004948;-16.576062;43.555232;25.076525;12.800566;17.571127;1.058872;1.070141;1.048746;1.011503;1.096372;1.112744;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351751;2.000000;333.808777;2.000000;448.494076;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.039950;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382096;0.002174;40.071302;-0.071249;-0.004948;-16.576062;43.555232;25.076525;12.800566;17.571127;1.058872;1.070141;1.048746;1.011503;1.096372;1.112744;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351751;2.000000;333.808777;2.000000;448.494076;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.039951;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382096;0.002174;40.071302;-0.071249;-0.004948;-16.576062;43.555232;25.076525;12.800566;17.571127;1.058872;1.070141;1.048746;1.011503;1.096372;1.112744;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351751;2.000000;333.808777;2.000000;448.494076;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.039952;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382096;0.002174;40.071302;-0.071249;-0.004948;-16.576062;43.555232;25.076525;12.800567;17.571127;1.058872;1.070141;1.048746;1.011503;1.096372;1.112744;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351751;2.000000;333.808777;2.000000;448.494075;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.039954;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382096;0.002174;40.071301;-0.071248;-0.004948;-16.576062;43.555233;25.076525;12.800567;17.571127;1.058872;1.070141;1.048746;1.011503;1.096372;1.112744;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351750;2.000000;333.808776;2.000000;448.494075;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.039958;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382097;0.002174;40.071300;-0.071248;-0.004948;-16.576062;43.555233;25.076524;12.800567;17.571127;1.058872;1.070141;1.048746;1.011503;1.096372;1.112744;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351750;2.000000;333.808775;2.000000;448.494073;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.039966;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382097;0.002174;40.071298;-0.071246;-0.004948;-16.576063;43.555234;25.076524;12.800567;17.571127;1.058872;1.070141;1.048746;1.011503;1.096372;1.112744;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351749;2.000000;333.808773;2.000000;448.494070;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.039982;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382098;0.002174;40.071294;-0.071244;-0.004948;-16.576064;43.555235;25.076522;12.800568;17.571126;1.058872;1.070141;1.048746;1.011503;1.096372;1.112744;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351748;2.000000;333.808769;2.000000;448.494065;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.040014;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382100;0.002174;40.071287;-0.071238;-0.004947;-16.576067;43.555239;25.076520;12.800569;17.571126;1.058872;1.070141;1.048746;1.011503;1.096372;1.112744;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351745;2.000000;333.808760;2.000000;448.494053;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.040078;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382104;0.002174;40.071271;-0.071227;-0.004946;-16.576071;43.555245;25.076514;12.800572;17.571124;1.058872;1.070141;1.048746;1.011503;1.096372;1.112744;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351739;2.000000;333.808743;2.000000;448.494031;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.040206;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382111;0.002174;40.071240;-0.071206;-0.004943;-16.576081;43.555258;25.076503;12.800577;17.571121;1.058872;1.070141;1.048746;1.011503;1.096372;1.112743;1.149190;1.053804;1.184766;1.194273;0.216983;0.126984;597.351728;2.000000;333.808709;2.000000;448.493985;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.040462;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050517;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382125;0.002174;40.071177;-0.071162;-0.004937;-16.576100;43.555284;25.076481;12.800589;17.571115;1.058872;1.070141;1.048746;1.011503;1.096372;1.112743;1.149189;1.053804;1.184765;1.194273;0.216983;0.126984;597.351705;2.000000;333.808640;2.000000;448.493894;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.040974;1.060009;1.045019;1.009998;1.017697;1.019550;1.070141;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050518;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382154;0.002175;40.071052;-0.071075;-0.004925;-16.576138;43.555335;25.076437;12.800612;17.571103;1.058872;1.070141;1.048746;1.011503;1.096372;1.112743;1.149189;1.053804;1.184764;1.194273;0.216983;0.126984;597.351659;2.000000;333.808503;2.000000;448.493712;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.041998;1.060009;1.045019;1.009998;1.017697;1.019550;1.070142;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050518;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382212;0.002176;40.070802;-0.070900;-0.004902;-16.576216;43.555436;25.076347;12.800661;17.571078;1.058872;1.070142;1.048746;1.011503;1.096372;1.112743;1.149188;1.053803;1.184762;1.194274;0.216983;0.126984;597.351565;2.000000;333.808227;2.000000;448.493345;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.044046;1.060009;1.045019;1.009998;1.017698;1.019550;1.070142;1.061525;1.089923;1.055977;1.051046;1.057007;1.055326;1.050518;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382322;0.002181;40.070301;-0.070546;-0.004854;-16.576375;43.555637;25.076165;12.800771;17.571026;1.058872;1.070142;1.048746;1.011503;1.096372;1.112743;1.149186;1.053802;1.184757;1.194274;0.216983;0.126984;597.351370;2.000000;333.807671;2.000000;448.492607;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.048142;1.060009;1.045019;1.009998;1.017698;1.019550;1.070142;1.061525;1.089923;1.055977;1.051047;1.057008;1.055327;1.050518;1.035651;1.000000;1.000000;1.000000;1.000000;1.000000;232.382531;0.002194;40.069298;-0.069825;-0.004754;-16.576707;43.556029;25.075785;12.801034;17.570911;1.058872;1.070142;1.048746;1.011503;1.096372;1.112742;1.149182;1.053801;1.184746;1.194275;0.216983;0.126984;597.350952;2.000000;333.806544;2.000000;448.491103;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.056334;1.060009;1.045020;1.009999;1.017698;1.019551;1.070144;1.061526;1.089923;1.055978;1.051047;1.057009;1.055328;1.050520;1.035652;1.000000;1.000000;1.000000;1.000000;1.000000;232.382898;0.002232;40.067281;-0.068326;-0.004537;-16.577418;43.556783;25.074974;12.801700;17.570647;1.058873;1.070144;1.048747;1.011503;1.096371;1.112741;1.149174;1.053797;1.184718;1.194276;0.216984;0.126984;597.350001;2.000000;333.804223;2.000000;448.487992;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.072718;1.060009;1.045020;1.009999;1.017699;1.019552;1.070147;1.061527;1.089923;1.055980;1.051049;1.057011;1.055331;1.050523;1.035655;1.000000;0.999999;1.000000;1.000000;1.000000;232.383431;0.002340;40.063173;-0.065090;-0.004034;-16.578966;43.558208;25.073187;12.803415;17.570021;1.058873;1.070147;1.048748;1.011504;1.096371;1.112738;1.149155;1.053788;1.184647;1.194279;0.216984;0.126984;597.347620;2.000000;333.799308;2.000000;448.481329;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.105486;1.060010;1.045022;1.010001;1.017702;1.019555;1.070156;1.061530;1.089923;1.055984;1.051054;1.057018;1.055339;1.050531;1.035660;0.999999;0.999999;1.000000;1.000000;1.000000;232.383705;0.002581;40.054577;-0.057653;-0.002788;-16.582286;43.560875;25.069130;12.807542;17.568551;1.058873;1.070156;1.048750;1.011505;1.096371;1.112731;1.149115;1.053766;1.184478;1.194284;0.216984;0.126985;597.340901;2.000000;333.788395;2.000000;448.466242;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.171022;1.060011;1.045026;1.010004;1.017708;1.019561;1.070173;1.061535;1.089924;1.055992;1.051064;1.057032;1.055356;1.050546;1.035672;0.999999;0.999999;1.000001;0.999999;1.000000;232.381110;0.002936;40.036211;-0.039290;0.000345;-16.588809;43.565807;25.059796;12.815926;17.565353;1.058874;1.070173;1.048754;1.011507;1.096370;1.112716;1.149032;1.053716;1.184132;1.194300;0.216986;0.126986;597.320070;2.000000;333.763146;2.000000;448.430234;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.302094;1.060013;1.045033;1.010010;1.017719;1.019572;1.070201;1.061544;1.089923;1.056006;1.051080;1.057053;1.055382;1.050572;1.035690;0.999998;0.999998;1.000001;0.999999;1.000000;232.365178;0.002988;40.000727;0.005643;0.006682;-16.599364;43.574198;25.039111;12.828983;17.559408;1.058875;1.070201;1.048762;1.011513;1.096367;1.112694;1.148877;1.053613;1.183580;1.194358;0.216988;0.126988;597.258398;2.000000;333.709459;2.000000;448.349573;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.526438;1.060015;1.045042;1.010018;1.017730;1.019585;1.070229;1.061552;1.089919;1.056019;1.051096;1.057075;1.055409;1.050597;1.035709;0.999998;0.999998;1.000000;0.999998;0.999999;232.327832;0.002316;39.961861;0.075097;0.011499;-16.610973;43.585266;25.008284;12.842170;17.552062;1.058875;1.070229;1.048772;1.011519;1.096361;1.112682;1.148674;1.053494;1.183019;1.194484;0.216991;0.126991;597.153616;2.000000;333.645116;2.000000;448.244064;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.526438;1.060015;1.045042;1.010018;1.017730;1.019585;1.070229;1.061552;1.089919;1.056019;1.051096;1.057075;1.055409;1.050597;1.035709;0.999998;0.999998;1.000000;0.999998;0.999999;232.327832;0.002316;39.961861;0.075097;0.011499;-16.610973;43.585266;25.008284;12.842170;17.552062;1.058875;1.070229;1.048772;1.011519;1.096361;1.112682;1.148674;1.053494;1.183019;1.194484;0.216991;0.126991;597.153616;2.000000;333.645116;2.000000;448.244064;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.526439;1.060015;1.045042;1.010018;1.017730;1.019585;1.070229;1.061552;1.089919;1.056019;1.051096;1.057075;1.055409;1.050597;1.035709;0.999998;0.999998;1.000000;0.999998;0.999999;232.327831;0.002316;39.961861;0.075098;0.011499;-16.610973;43.585267;25.008284;12.842170;17.552062;1.058875;1.070229;1.048772;1.011519;1.096361;1.112682;1.148674;1.053494;1.183019;1.194484;0.216991;0.126991;597.153616;2.000000;333.645116;2.000000;448.244063;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.526440;1.060015;1.045042;1.010018;1.017730;1.019585;1.070229;1.061552;1.089919;1.056019;1.051096;1.057075;1.055409;1.050597;1.035709;0.999998;0.999998;1.000000;0.999998;0.999999;232.327831;0.002316;39.961861;0.075098;0.011499;-16.610973;43.585267;25.008284;12.842170;17.552061;1.058875;1.070229;1.048772;1.011519;1.096361;1.112682;1.148674;1.053494;1.183019;1.194484;0.216991;0.126991;597.153615;2.000000;333.645116;2.000000;448.244063;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.526442;1.060015;1.045042;1.010018;1.017730;1.019585;1.070229;1.061552;1.089919;1.056019;1.051096;1.057075;1.055409;1.050597;1.035709;0.999998;0.999998;1.000000;0.999998;0.999999;232.327831;0.002316;39.961860;0.075099;0.011499;-16.610973;43.585267;25.008283;12.842170;17.552061;1.058875;1.070229;1.048772;1.011519;1.096361;1.112682;1.148674;1.053494;1.183019;1.194484;0.216991;0.126991;597.153614;2.000000;333.645115;2.000000;448.244062;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.526446;1.060015;1.045042;1.010018;1.017730;1.019585;1.070229;1.061552;1.089919;1.056019;1.051096;1.057075;1.055409;1.050597;1.035709;0.999998;0.999998;1.000000;0.999998;0.999999;232.327830;0.002316;39.961860;0.075100;0.011500;-16.610973;43.585267;25.008283;12.842170;17.552061;1.058875;1.070229;1.048772;1.011519;1.096361;1.112682;1.148674;1.053494;1.183019;1.194484;0.216991;0.126991;597.153612;2.000000;333.645114;2.000000;448.244060;2.000000;2.000000;2.000000;1000.000000;600.000000;
0.526454;1.060015;1.045042;1.010018;1.017730;1.019585;1.070229;1.061552;1.089919;1.056019;1.051096;1.057075;1.055409;1.050597;1.035709;0.999998;0.999998;1.000000;0.999998;0.999999;232.327828;0.002316;39.961859;0.075103;0.011500;-16.610973;43.585267;25.008282;12.842170;17.552061;1.058875;1.070229;1.048772;1.011519;1.096361;1.112682;1.148674;1.053494;1.183019;1.194484;0.216991;0.126991;597.153607;2.000000;333.645112;2.000000;448.244056;2.000000;2.000000;2.000000;1000.000000;600.000000;
