time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_generator_omegaPu;GEN____2_SM_generator_PGen;GEN____2_SM_generator_QGen;GEN____2_SM_generator_UStatorPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_generator_omegaPu;GEN____3_SM_generator_PGen;GEN____3_SM_generator_QGen;GEN____3_SM_generator_UStatorPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_generator_omegaPu;GEN____6_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____6_SM_generator_UStatorPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_generator_omegaPu;GEN____8_SM_generator_PGen;GEN____8_SM_generator_QGen;GEN____8_SM_generator_UStatorPu;GEN____8_SM_voltageRegulator_EfdPu;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;line1_5_line_P1Pu;line1_5_line_Q1Pu;line1_5_line_P2Pu;line1_5_line_Q2Pu;
0.000512;1.059970;1.045041;1.010001;1.017704;1.019554;1.070149;1.061530;1.089926;1.055982;1.051052;1.057013;1.055333;1.050525;1.035657;1.000000;232.331481;-16.690233;1.058824;1.436652;1.000000;40.125473;43.675029;1.048778;1.269363;1.000000;-0.075392;25.065861;1.011505;1.112250;1.000000;0.005140;12.802517;1.070149;1.461744;1.000000;-0.006633;17.569826;1.096374;1.194229;0.216990;0.126990;0.755084;0.038243;-0.727459;0.022585;
0.001024;1.059970;1.045041;1.010001;1.017704;1.019554;1.070149;1.061530;1.089926;1.055982;1.051052;1.057013;1.055333;1.050525;1.035657;1.000000;232.331659;-16.690007;1.058824;1.436650;1.000000;40.125217;43.674885;1.048778;1.269364;1.000000;-0.075305;25.065873;1.011505;1.112250;1.000000;0.005102;12.802404;1.070149;1.461749;1.000000;-0.006625;17.569844;1.096374;1.194229;0.216990;0.126990;0.755084;0.038243;-0.727460;0.022584;
0.002048;1.059970;1.045041;1.010001;1.017704;1.019554;1.070149;1.061530;1.089926;1.055982;1.051051;1.057013;1.055333;1.050524;1.035656;1.000000;232.332015;-16.689561;1.058824;1.436646;1.000000;40.124707;43.674599;1.048778;1.269366;1.000000;-0.075133;25.065893;1.011505;1.112250;1.000000;0.005028;12.802188;1.070149;1.461757;1.000000;-0.006608;17.569877;1.096374;1.194230;0.216990;0.126990;0.755084;0.038245;-0.727460;0.022583;
0.004096;1.059970;1.045040;1.010001;1.017703;1.019553;1.070148;1.061530;1.089926;1.055981;1.051051;1.057012;1.055332;1.050524;1.035656;1.000000;232.332723;-16.688698;1.058825;1.436638;1.000000;40.123693;43.674038;1.048777;1.269370;1.000000;-0.074793;25.065923;1.011505;1.112250;1.000000;0.004890;12.801792;1.070148;1.461772;1.000000;-0.006576;17.569936;1.096374;1.194232;0.216990;0.126990;0.755085;0.038247;-0.727461;0.022581;
0.008192;1.059971;1.045040;1.010001;1.017703;1.019553;1.070147;1.061529;1.089925;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;232.334128;-16.687077;1.058826;1.436623;1.000000;40.121685;43.672956;1.048777;1.269376;1.000000;-0.074125;25.065945;1.011505;1.112249;1.000000;0.004650;12.801134;1.070147;1.461796;1.000000;-0.006516;17.570026;1.096374;1.194235;0.216990;0.126990;0.755087;0.038251;-0.727462;0.022578;
0.016384;1.059972;1.045040;1.010001;1.017703;1.019553;1.070145;1.061529;1.089925;1.055980;1.051050;1.057010;1.055329;1.050521;1.035654;1.000000;232.336904;-16.684208;1.058827;1.436594;1.000000;40.117734;43.670959;1.048777;1.269387;1.000000;-0.072822;25.065863;1.011505;1.112247;1.000000;0.004282;12.800267;1.070145;1.461828;1.000000;-0.006406;17.570112;1.096373;1.194241;0.216990;0.126990;0.755090;0.038257;-0.727466;0.022572;
0.024005;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339474;-16.681893;1.058828;1.436568;1.000000;40.114097;43.669288;1.048776;1.269395;1.000000;-0.071626;25.065673;1.011505;1.112245;1.000000;0.004019;12.799844;1.070144;1.461843;1.000000;-0.006308;17.570109;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.024006;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339474;-16.681893;1.058828;1.436568;1.000000;40.114096;43.669287;1.048776;1.269395;1.000000;-0.071626;25.065673;1.011505;1.112245;1.000000;0.004019;12.799843;1.070144;1.461843;1.000000;-0.006308;17.570109;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.024007;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339474;-16.681893;1.058828;1.436568;1.000000;40.114096;43.669287;1.048776;1.269395;1.000000;-0.071626;25.065673;1.011505;1.112245;1.000000;0.004019;12.799843;1.070144;1.461843;1.000000;-0.006308;17.570109;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.024009;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339475;-16.681892;1.058828;1.436568;1.000000;40.114095;43.669287;1.048776;1.269395;1.000000;-0.071626;25.065673;1.011505;1.112245;1.000000;0.004019;12.799843;1.070144;1.461843;1.000000;-0.006308;17.570109;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.024013;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339476;-16.681891;1.058828;1.436568;1.000000;40.114093;43.669286;1.048776;1.269395;1.000000;-0.071625;25.065673;1.011505;1.112245;1.000000;0.004019;12.799843;1.070144;1.461843;1.000000;-0.006308;17.570109;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.024021;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339479;-16.681889;1.058828;1.436568;1.000000;40.114089;43.669284;1.048776;1.269395;1.000000;-0.071624;25.065673;1.011505;1.112245;1.000000;0.004019;12.799843;1.070144;1.461843;1.000000;-0.006308;17.570109;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.024037;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339484;-16.681884;1.058828;1.436568;1.000000;40.114082;43.669281;1.048776;1.269395;1.000000;-0.071621;25.065672;1.011505;1.112245;1.000000;0.004018;12.799843;1.070144;1.461843;1.000000;-0.006308;17.570108;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.024069;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339495;-16.681876;1.058828;1.436568;1.000000;40.114067;43.669274;1.048776;1.269395;1.000000;-0.071617;25.065671;1.011505;1.112245;1.000000;0.004018;12.799843;1.070144;1.461843;1.000000;-0.006308;17.570108;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.024133;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339516;-16.681858;1.058828;1.436568;1.000000;40.114036;43.669261;1.048776;1.269395;1.000000;-0.071607;25.065669;1.011505;1.112245;1.000000;0.004016;12.799842;1.070144;1.461843;1.000000;-0.006307;17.570108;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.024261;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339559;-16.681824;1.058828;1.436567;1.000000;40.113976;43.669235;1.048776;1.269395;1.000000;-0.071587;25.065664;1.011505;1.112245;1.000000;0.004013;12.799840;1.070144;1.461843;1.000000;-0.006305;17.570106;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.024517;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339645;-16.681755;1.058828;1.436567;1.000000;40.113856;43.669182;1.048776;1.269395;1.000000;-0.071548;25.065655;1.011505;1.112245;1.000000;0.004007;12.799837;1.070144;1.461843;1.000000;-0.006302;17.570104;1.096373;1.194245;0.216990;0.126990;0.755094;0.038262;-0.727469;0.022568;
0.025029;1.059973;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.339815;-16.681618;1.058829;1.436565;1.000000;40.113615;43.669078;1.048776;1.269395;1.000000;-0.071470;25.065636;1.011505;1.112245;1.000000;0.003995;12.799831;1.070144;1.461843;1.000000;-0.006296;17.570099;1.096373;1.194245;0.216990;0.126990;0.755094;0.038263;-0.727469;0.022568;
0.026053;1.059974;1.045040;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.340157;-16.681348;1.058829;1.436562;1.000000;40.113133;43.668871;1.048776;1.269396;1.000000;-0.071313;25.065596;1.011505;1.112245;1.000000;0.003972;12.799824;1.070144;1.461843;1.000000;-0.006284;17.570088;1.096373;1.194246;0.216990;0.126990;0.755095;0.038263;-0.727470;0.022567;
0.028101;1.059974;1.045039;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.340840;-16.680825;1.058829;1.436555;1.000000;40.112172;43.668468;1.048776;1.269397;1.000000;-0.070999;25.065512;1.011505;1.112244;1.000000;0.003929;12.799826;1.070144;1.461842;1.000000;-0.006260;17.570063;1.096373;1.194247;0.216990;0.126990;0.755095;0.038264;-0.727470;0.022567;
0.030411;1.059974;1.045039;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;232.341611;-16.680259;1.058829;1.436548;1.000000;40.111088;43.668029;1.048776;1.269399;1.000000;-0.070645;25.065410;1.011505;1.112243;1.000000;0.003884;12.799851;1.070144;1.461841;1.000000;-0.006233;17.570029;1.096373;1.194247;0.216990;0.126990;0.755096;0.038265;-0.727471;0.022566;
0.032197;1.059974;1.045039;1.010001;1.017703;1.019553;1.070144;1.061529;1.089925;1.055980;1.051049;1.057010;1.055329;1.050521;1.035654;1.000000;232.342207;-16.679839;1.058830;1.436542;1.000000;40.110250;43.667700;1.048776;1.269400;1.000000;-0.070372;25.065326;1.011505;1.112243;1.000000;0.003851;12.799887;1.070144;1.461839;1.000000;-0.006212;17.570000;1.096373;1.194248;0.216990;0.126990;0.755097;0.038266;-0.727472;0.022565;
0.040389;1.059975;1.045039;1.010001;1.017703;1.019553;1.070145;1.061529;1.089925;1.055980;1.051050;1.057010;1.055329;1.050521;1.035654;1.000000;232.344950;-16.678086;1.058831;1.436518;1.000000;40.106406;43.666309;1.048776;1.269403;1.000000;-0.069108;25.064893;1.011505;1.112240;1.000000;0.003719;12.800197;1.070145;1.461825;1.000000;-0.006113;17.569831;1.096373;1.194251;0.216990;0.126990;0.755101;0.038269;-0.727476;0.022563;
0.052328;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.348981;-16.675951;1.058833;1.436484;1.000000;40.100763;43.664593;1.048776;1.269406;1.000000;-0.067226;25.064152;1.011506;1.112235;1.000000;0.003553;12.800962;1.070147;1.461794;1.000000;-0.005962;17.569515;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.052329;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.348982;-16.675950;1.058833;1.436484;1.000000;40.100762;43.664593;1.048776;1.269406;1.000000;-0.067225;25.064152;1.011506;1.112235;1.000000;0.003553;12.800962;1.070147;1.461794;1.000000;-0.005962;17.569515;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.052330;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.348982;-16.675950;1.058833;1.436484;1.000000;40.100762;43.664593;1.048776;1.269406;1.000000;-0.067225;25.064151;1.011506;1.112235;1.000000;0.003553;12.800962;1.070147;1.461794;1.000000;-0.005962;17.569515;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.052332;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.348983;-16.675950;1.058833;1.436484;1.000000;40.100761;43.664593;1.048776;1.269406;1.000000;-0.067225;25.064151;1.011506;1.112235;1.000000;0.003553;12.800962;1.070147;1.461794;1.000000;-0.005962;17.569515;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.052336;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.348984;-16.675949;1.058833;1.436484;1.000000;40.100759;43.664592;1.048776;1.269406;1.000000;-0.067224;25.064151;1.011506;1.112235;1.000000;0.003553;12.800962;1.070147;1.461794;1.000000;-0.005961;17.569515;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.052344;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.348987;-16.675948;1.058833;1.436484;1.000000;40.100755;43.664591;1.048776;1.269406;1.000000;-0.067223;25.064150;1.011506;1.112235;1.000000;0.003553;12.800963;1.070147;1.461794;1.000000;-0.005961;17.569514;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.052360;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.348992;-16.675946;1.058833;1.436484;1.000000;40.100748;43.664589;1.048776;1.269406;1.000000;-0.067220;25.064149;1.011506;1.112235;1.000000;0.003553;12.800964;1.070147;1.461794;1.000000;-0.005961;17.569514;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.052392;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.349003;-16.675941;1.058833;1.436484;1.000000;40.100733;43.664585;1.048776;1.269406;1.000000;-0.067215;25.064147;1.011506;1.112235;1.000000;0.003553;12.800967;1.070147;1.461794;1.000000;-0.005961;17.569513;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.052456;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.349025;-16.675931;1.058833;1.436484;1.000000;40.100702;43.664577;1.048776;1.269406;1.000000;-0.067205;25.064143;1.011506;1.112235;1.000000;0.003552;12.800973;1.070147;1.461794;1.000000;-0.005960;17.569511;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.052584;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.349068;-16.675911;1.058833;1.436484;1.000000;40.100642;43.664561;1.048776;1.269406;1.000000;-0.067185;25.064134;1.011506;1.112235;1.000000;0.003551;12.800983;1.070147;1.461793;1.000000;-0.005958;17.569507;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.052840;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.349155;-16.675872;1.058833;1.436483;1.000000;40.100520;43.664528;1.048776;1.269406;1.000000;-0.067144;25.064116;1.011506;1.112235;1.000000;0.003548;12.801006;1.070147;1.461792;1.000000;-0.005955;17.569499;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.053352;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.349328;-16.675795;1.058833;1.436482;1.000000;40.100278;43.664465;1.048776;1.269406;1.000000;-0.067063;25.064080;1.011506;1.112234;1.000000;0.003542;12.801050;1.070147;1.461790;1.000000;-0.005948;17.569483;1.096373;1.194254;0.216990;0.126990;0.755107;0.038273;-0.727481;0.022561;
0.054376;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;232.349676;-16.675642;1.058833;1.436479;1.000000;40.099793;43.664338;1.048776;1.269406;1.000000;-0.066899;25.064009;1.011506;1.112234;1.000000;0.003530;12.801140;1.070147;1.461787;1.000000;-0.005935;17.569450;1.096373;1.194254;0.216990;0.126990;0.755108;0.038273;-0.727482;0.022561;
0.056424;1.059977;1.045039;1.010002;1.017704;1.019554;1.070147;1.061530;1.089925;1.055982;1.051051;1.057012;1.055332;1.050523;1.035656;1.000000;232.350372;-16.675345;1.058833;1.436474;1.000000;40.098820;43.664094;1.048776;1.269406;1.000000;-0.066571;25.063863;1.011506;1.112233;1.000000;0.003507;12.801326;1.070147;1.461779;1.000000;-0.005908;17.569383;1.096373;1.194255;0.216990;0.126990;0.755108;0.038273;-0.727483;0.022560;
0.060520;1.059978;1.045039;1.010002;1.017704;1.019555;1.070148;1.061530;1.089925;1.055982;1.051051;1.057013;1.055332;1.050524;1.035656;1.000000;232.351770;-16.674785;1.058834;1.436463;1.000000;40.096866;43.663633;1.048776;1.269406;1.000000;-0.065908;25.063564;1.011506;1.112231;1.000000;0.003461;12.801715;1.070148;1.461764;1.000000;-0.005853;17.569245;1.096372;1.194256;0.216990;0.126990;0.755110;0.038274;-0.727485;0.022560;
0.068712;1.059979;1.045040;1.010002;1.017705;1.019555;1.070150;1.061530;1.089925;1.055983;1.051052;1.057014;1.055334;1.050525;1.035658;1.000000;232.354587;-16.673786;1.058835;1.436443;0.999999;40.092922;43.662820;1.048776;1.269406;1.000000;-0.064556;25.062938;1.011506;1.112228;1.000000;0.003364;12.802553;1.070150;1.461731;1.000000;-0.005737;17.568955;1.096372;1.194258;0.216990;0.126990;0.755114;0.038275;-0.727488;0.022560;
0.085096;1.059981;1.045040;1.010003;1.017706;1.019556;1.070153;1.061531;1.089925;1.055984;1.051054;1.057017;1.055337;1.050529;1.035660;1.000000;232.360299;-16.672179;1.058837;1.436406;0.999999;40.084875;43.661566;1.048776;1.269403;1.000000;-0.061735;25.061605;1.011506;1.112220;1.000000;0.003142;12.804378;1.070153;1.461660;1.000000;-0.005488;17.568333;1.096372;1.194263;0.216990;0.126990;0.755122;0.038277;-0.727496;0.022560;
0.117864;1.059984;1.045040;1.010004;1.017708;1.019559;1.070161;1.061533;1.089925;1.055988;1.051058;1.057023;1.055344;1.050535;1.035665;1.000000;232.371913;-16.670047;1.058840;1.436340;0.999999;40.068212;43.660184;1.048776;1.269393;1.000000;-0.055620;25.058734;1.011507;1.112204;0.999999;0.002566;12.808231;1.070161;1.461512;1.000000;-0.004930;17.567018;1.096372;1.194274;0.216990;0.126990;0.755139;0.038279;-0.727511;0.022563;
0.183400;1.059989;1.045042;1.010005;1.017712;1.019563;1.070175;1.061537;1.089924;1.055994;1.051066;1.057033;1.055357;1.050548;1.035673;1.000000;232.394383;-16.667996;1.058845;1.436237;0.999999;40.034229;43.659945;1.048777;1.269369;1.000001;-0.041893;25.052614;1.011509;1.112171;0.999999;0.001017;12.815585;1.070175;1.461238;1.000000;-0.003741;17.564402;1.096370;1.194305;0.216990;0.126991;0.755168;0.038279;-0.727539;0.022570;
