time;NETWORK__KANA___1_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____1_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____9_SM_generator_UStatorPu;GEN___12_SM_generator_UStatorPu;
0.001024;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015040;478.689909;-0.045705;39.925194;0.086618;449.870729;0.139159;310.017951;128.851072;-0.721983;-1.002229;0.899617;62.009558;2.299232;128.745212;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010732;0.980139;1.022613;
0.002048;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015040;478.689770;-0.045563;39.925402;0.086329;449.871209;0.138752;310.017913;128.851113;-0.722065;-1.002063;0.899554;62.009775;2.299244;128.744994;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010733;0.980139;1.022613;
0.004096;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015039;478.689490;-0.045282;39.925821;0.085751;449.872169;0.137936;310.017844;128.851194;-0.722223;-1.001743;0.899437;62.010194;2.299272;128.744571;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010733;0.980139;1.022613;
0.005367;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015039;478.689316;-0.045109;39.926083;0.085393;449.872764;0.137427;310.017804;128.851243;-0.722318;-1.001553;0.899369;62.010444;2.299291;128.744318;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010733;0.980139;1.022613;
0.005367;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015039;478.689316;-0.045109;39.926083;0.085393;449.872764;0.137427;310.017804;128.851243;-0.722318;-1.001553;0.899369;62.010444;2.299291;128.744318;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010733;0.980139;1.022613;
0.005367;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015039;478.689316;-0.045109;39.926083;0.085393;449.872764;0.137427;310.017804;128.851243;-0.722318;-1.001553;0.899369;62.010444;2.299291;128.744318;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010733;0.980139;1.022613;
0.005625;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015039;478.689280;-0.045074;39.926137;0.085320;449.872886;0.137323;310.017796;128.851253;-0.722337;-1.001516;0.899355;62.010494;2.299295;128.744268;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010733;0.980139;1.022613;
0.005625;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015039;478.689280;-0.045074;39.926137;0.085320;449.872886;0.137323;310.017796;128.851253;-0.722337;-1.001516;0.899355;62.010494;2.299295;128.744268;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010733;0.980139;1.022613;
0.005625;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015039;478.689280;-0.045074;39.926137;0.085320;449.872886;0.137323;310.017796;128.851253;-0.722337;-1.001516;0.899355;62.010494;2.299295;128.744268;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010733;0.980139;1.022613;
0.008192;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015039;478.688926;-0.044725;39.926673;0.084596;449.874090;0.136287;310.017727;128.851349;-0.722523;-1.001153;0.899232;62.010973;2.299341;128.743782;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010733;0.980139;1.022612;
0.016384;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687778;-0.043625;39.928432;0.082270;449.877956;0.132923;310.017572;128.851641;-0.723061;-1.000151;0.898935;62.012310;2.299534;128.742413;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016662;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687738;-0.043588;39.928493;0.082190;449.878088;0.132807;310.017568;128.851650;-0.723079;-1.000120;0.898927;62.012352;2.299542;128.742370;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016662;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687738;-0.043588;39.928493;0.082190;449.878088;0.132807;310.017568;128.851650;-0.723079;-1.000120;0.898927;62.012352;2.299542;128.742370;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016663;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687738;-0.043587;39.928493;0.082190;449.878088;0.132807;310.017568;128.851650;-0.723079;-1.000120;0.898927;62.012352;2.299542;128.742370;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016664;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687738;-0.043587;39.928494;0.082190;449.878089;0.132806;310.017568;128.851650;-0.723079;-1.000120;0.898927;62.012352;2.299542;128.742370;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016666;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687738;-0.043587;39.928494;0.082189;449.878090;0.132805;310.017568;128.851650;-0.723079;-1.000120;0.898927;62.012352;2.299542;128.742370;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016670;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687737;-0.043586;39.928495;0.082188;449.878092;0.132804;310.017568;128.851651;-0.723079;-1.000119;0.898927;62.012353;2.299542;128.742369;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016678;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687736;-0.043585;39.928497;0.082186;449.878095;0.132800;310.017568;128.851651;-0.723079;-1.000119;0.898926;62.012354;2.299542;128.742368;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016694;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687734;-0.043583;39.928500;0.082181;449.878103;0.132794;310.017568;128.851651;-0.723080;-1.000117;0.898926;62.012356;2.299543;128.742366;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016726;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687729;-0.043579;39.928507;0.082172;449.878118;0.132780;310.017567;128.851652;-0.723082;-1.000114;0.898925;62.012361;2.299543;128.742361;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016790;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687720;-0.043570;39.928521;0.082154;449.878148;0.132754;310.017566;128.851655;-0.723086;-1.000107;0.898924;62.012370;2.299545;128.742351;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016918;1.039999;1.009992;0.984957;0.979988;1.004962;0.979997;1.015038;478.687702;-0.043553;39.928549;0.082117;449.878209;0.132700;310.017565;128.851659;-0.723094;-1.000093;0.898920;62.012388;2.299549;128.742332;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.017174;1.039999;1.009992;0.984957;0.979988;1.004962;0.979997;1.015038;478.687666;-0.043519;39.928606;0.082044;449.878330;0.132594;310.017562;128.851668;-0.723109;-1.000066;0.898914;62.012425;2.299556;128.742295;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.017686;1.039999;1.009992;0.984957;0.979988;1.004962;0.979997;1.015038;478.687593;-0.043451;39.928719;0.081898;449.878573;0.132380;310.017557;128.851685;-0.723140;-1.000013;0.898901;62.012497;2.299571;128.742220;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.018710;1.039998;1.009992;0.984957;0.979988;1.004962;0.979997;1.015038;478.687447;-0.043315;39.928945;0.081606;449.879059;0.131951;310.017547;128.851719;-0.723200;-0.999909;0.898877;62.012638;2.299602;128.742073;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010734;0.980139;1.022612;
0.020758;1.039998;1.009992;0.984957;0.979988;1.004962;0.979997;1.015038;478.687153;-0.043044;39.929402;0.081019;449.880034;0.131089;310.017531;128.851786;-0.723317;-0.999710;0.898836;62.012908;2.299666;128.741791;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984879;0.980070;1.010734;0.980139;1.022611;
0.024854;1.039998;1.009992;0.984957;0.979988;1.004962;0.979996;1.015038;478.686561;-0.042503;39.930332;0.079836;449.881995;0.129347;310.017514;128.851917;-0.723539;-0.999350;0.898778;62.013402;2.299808;128.741270;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984879;0.980070;1.010734;0.980139;1.022611;
0.033046;1.039998;1.009992;0.984957;0.979988;1.004962;0.979996;1.015038;478.685352;-0.041424;39.932255;0.077431;449.885974;0.125787;310.017535;128.852168;-0.723939;-0.998767;0.898751;62.014221;2.300139;128.740385;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984879;0.980070;1.010734;0.980139;1.022611;
0.049430;1.039998;1.009992;0.984957;0.979988;1.004962;0.979996;1.015037;478.682835;-0.039263;39.936357;0.072432;449.894199;0.118359;310.017739;128.852641;-0.724596;-0.998062;0.899004;62.015286;2.300977;128.739141;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984879;0.980070;1.010734;0.980138;1.022610;
0.082198;1.039998;1.009992;0.984958;0.979987;1.004962;0.979995;1.015036;478.677441;-0.034834;39.945521;0.061615;449.911852;0.102329;310.018492;128.853535;-0.725525;-0.998003;0.900435;62.015745;2.303235;128.738171;1.000000;1.000000;1.000000;1.000000;1.000001;0.999999;1.000000;1.047589;1.009949;0.984880;0.980069;1.010734;0.980137;1.022609;
0.147734;1.039998;1.009993;0.984959;0.979985;1.004961;0.979993;1.015036;478.665908;-0.025391;39.966398;0.037716;449.950705;0.067163;310.019978;128.855291;-0.726618;-1.000888;0.905399;62.012996;2.309247;128.739641;1.000000;1.000000;1.000001;0.999999;1.000001;0.999999;1.000000;1.047589;1.009949;0.984880;0.980068;1.010733;0.980136;1.022609;
0.278806;1.039998;1.009994;0.984959;0.979982;1.004957;0.979989;1.015036;478.646405;-0.005860;40.006844;-0.006957;450.023915;0.000146;310.019063;128.858288;-0.727750;-1.010214;0.917062;62.003672;2.322404;128.747496;1.000000;1.000000;1.000001;0.999999;1.000001;0.999999;1.000000;1.047590;1.009950;0.984880;0.980065;1.010729;0.980133;1.022610;
0.540950;1.039998;1.009995;0.984957;0.979980;1.004953;0.979987;1.015039;478.639263;0.022365;40.044966;-0.044537;450.083847;-0.065304;310.006503;128.860039;-0.728149;-1.024893;0.931290;61.991649;2.338106;128.763673;1.000000;1.000000;1.000000;1.000000;1.000000;0.999999;1.000000;1.047590;1.009952;0.984877;0.980065;1.010724;0.980131;1.022613;
0.828557;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654587;0.019355;40.028483;-0.024040;450.046704;-0.038443;310.002709;128.857852;-0.726310;-1.028604;0.930909;61.989625;2.335922;128.769266;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.828557;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654587;0.019355;40.028483;-0.024040;450.046704;-0.038443;310.002709;128.857852;-0.726310;-1.028604;0.930909;61.989625;2.335922;128.769266;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.828558;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654587;0.019355;40.028483;-0.024040;450.046704;-0.038443;310.002709;128.857852;-0.726310;-1.028604;0.930909;61.989625;2.335922;128.769266;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.828559;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654587;0.019355;40.028483;-0.024040;450.046704;-0.038443;310.002709;128.857852;-0.726310;-1.028604;0.930909;61.989625;2.335922;128.769266;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.828561;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654587;0.019355;40.028483;-0.024040;450.046704;-0.038443;310.002709;128.857852;-0.726310;-1.028604;0.930909;61.989625;2.335922;128.769266;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.828565;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654587;0.019355;40.028483;-0.024040;450.046704;-0.038443;310.002709;128.857852;-0.726310;-1.028604;0.930909;61.989625;2.335922;128.769267;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.828573;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654588;0.019356;40.028483;-0.024040;450.046703;-0.038443;310.002708;128.857852;-0.726310;-1.028605;0.930909;61.989624;2.335922;128.769267;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.828589;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654588;0.019356;40.028483;-0.024040;450.046703;-0.038442;310.002708;128.857852;-0.726309;-1.028605;0.930909;61.989624;2.335922;128.769268;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.828621;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654590;0.019357;40.028483;-0.024039;450.046701;-0.038442;310.002706;128.857852;-0.726309;-1.028606;0.930910;61.989623;2.335923;128.769269;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.828685;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654593;0.019359;40.028483;-0.024037;450.046698;-0.038442;310.002704;128.857852;-0.726309;-1.028608;0.930911;61.989622;2.335924;128.769272;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.828813;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654599;0.019364;40.028482;-0.024034;450.046692;-0.038442;310.002698;128.857851;-0.726308;-1.028613;0.930913;61.989619;2.335926;128.769278;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.829069;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654612;0.019373;40.028481;-0.024029;450.046680;-0.038442;310.002687;128.857850;-0.726307;-1.028621;0.930918;61.989613;2.335930;128.769289;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.829581;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654637;0.019390;40.028479;-0.024017;450.046655;-0.038440;310.002665;128.857847;-0.726304;-1.028638;0.930927;61.989601;2.335937;128.769312;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.830605;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654687;0.019425;40.028473;-0.023992;450.046604;-0.038437;310.002622;128.857841;-0.726298;-1.028671;0.930945;61.989578;2.335952;128.769357;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980133;1.022616;
0.832653;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.654789;0.019493;40.028459;-0.023940;450.046497;-0.038426;310.002534;128.857830;-0.726287;-1.028737;0.930980;61.989532;2.335981;128.769447;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980134;1.022616;
0.836749;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.655000;0.019625;40.028420;-0.023823;450.046263;-0.038386;310.002359;128.857806;-0.726264;-1.028865;0.931046;61.989446;2.336035;128.769623;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980134;1.022616;
0.844941;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.655445;0.019874;40.028300;-0.023543;450.045715;-0.038240;310.002009;128.857756;-0.726219;-1.029108;0.931164;61.989288;2.336129;128.769963;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980134;1.022616;
0.861325;1.039998;1.009995;0.984955;0.979982;1.004954;0.979989;1.015041;478.656424;0.020308;40.027894;-0.022799;450.044309;-0.037687;310.001312;128.857642;-0.726129;-1.029547;0.931347;61.989030;2.336261;128.770599;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980067;1.010724;0.980134;1.022616;
0.894093;1.039998;1.009995;0.984954;0.979983;1.004954;0.979989;1.015042;478.658689;0.020923;40.026477;-0.020651;450.040359;-0.035622;309.999970;128.857369;-0.725943;-1.030264;0.931529;61.988700;2.336321;128.771721;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980068;1.010724;0.980134;1.022616;
0.901842;1.039998;1.009995;0.984954;0.979983;1.004954;0.979990;1.015042;478.659263;0.021024;40.026052;-0.020050;450.039259;-0.034987;309.999673;128.857298;-0.725897;-1.030411;0.931546;61.988645;2.336304;128.771963;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980068;1.010724;0.980134;1.022617;
0.901842;1.039998;1.009995;0.984954;0.979983;1.004954;0.979990;1.015042;478.659263;0.021024;40.026052;-0.020050;450.039259;-0.034987;309.999673;128.857298;-0.725897;-1.030411;0.931546;61.988645;2.336304;128.771963;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980068;1.010724;0.980134;1.022617;
0.901842;1.039998;1.009995;0.984954;0.979983;1.004954;0.979990;1.015042;478.659263;0.021024;40.026052;-0.020050;450.039259;-0.034987;309.999673;128.857298;-0.725897;-1.030411;0.931546;61.988645;2.336304;128.771963;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984874;0.980068;1.010724;0.980134;1.022617;
0.959629;1.039998;1.009995;0.984954;0.979984;1.004954;0.979990;1.015042;478.663999;0.021230;40.021810;-0.014434;450.029041;-0.028497;309.997708;128.856695;-0.725530;-1.031231;0.931353;61.988518;2.335802;128.773490;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984873;0.980068;1.010724;0.980135;1.022617;
0.963979;1.039998;1.009995;0.984954;0.979984;1.004954;0.979990;1.015042;478.664347;0.021219;40.021469;-0.013997;450.028242;-0.027966;309.997587;128.856650;-0.725502;-1.031284;0.931331;61.988512;2.335753;128.773591;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984873;0.980068;1.010724;0.980135;1.022617;
0.963979;1.039998;1.009995;0.984954;0.979984;1.004954;0.979990;1.015042;478.664347;0.021219;40.021469;-0.013997;450.028242;-0.027966;309.997587;128.856650;-0.725502;-1.031284;0.931331;61.988512;2.335753;128.773591;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009952;0.984873;0.980068;1.010724;0.980135;1.022617;
