time;NETWORK__KANA___1_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____1_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____9_SM_generator_UStatorPu;GEN___12_SM_generator_UStatorPu;
0.008192;1.039999;1.009992;0.984956;0.979989;1.004961;0.979997;1.015039;478.688951;-0.044693;39.926552;0.084622;449.874118;0.136329;310.017741;128.851329;-0.722480;-1.001251;0.899258;62.010874;2.299557;128.743727;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980071;1.010733;0.980139;1.022612;
0.016384;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015039;478.687870;-0.043505;39.927994;0.082358;449.878007;0.132994;310.017628;128.851629;-0.723000;-1.000273;0.898967;62.012212;2.299751;128.742360;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016743;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687823;-0.043452;39.928055;0.082259;449.878179;0.132846;310.017626;128.851642;-0.723021;-1.000234;0.898957;62.012265;2.299761;128.742305;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016743;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687823;-0.043452;39.928055;0.082259;449.878179;0.132846;310.017626;128.851642;-0.723021;-1.000234;0.898957;62.012265;2.299761;128.742305;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016744;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687823;-0.043452;39.928055;0.082259;449.878180;0.132846;310.017626;128.851642;-0.723021;-1.000234;0.898957;62.012265;2.299761;128.742305;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016745;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687823;-0.043452;39.928055;0.082259;449.878180;0.132845;310.017626;128.851642;-0.723021;-1.000234;0.898957;62.012265;2.299761;128.742305;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016747;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687823;-0.043451;39.928055;0.082258;449.878181;0.132844;310.017625;128.851642;-0.723021;-1.000234;0.898957;62.012265;2.299761;128.742304;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016751;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687822;-0.043451;39.928056;0.082257;449.878183;0.132843;310.017625;128.851642;-0.723022;-1.000233;0.898957;62.012266;2.299761;128.742304;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016759;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687821;-0.043450;39.928057;0.082255;449.878187;0.132839;310.017625;128.851642;-0.723022;-1.000232;0.898957;62.012267;2.299761;128.742303;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016775;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687819;-0.043447;39.928060;0.082250;449.878195;0.132833;310.017625;128.851643;-0.723023;-1.000231;0.898956;62.012270;2.299762;128.742300;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016807;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687815;-0.043443;39.928066;0.082242;449.878210;0.132820;310.017625;128.851644;-0.723025;-1.000227;0.898956;62.012274;2.299763;128.742295;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016871;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687806;-0.043433;39.928076;0.082224;449.878240;0.132793;310.017625;128.851646;-0.723028;-1.000221;0.898954;62.012283;2.299765;128.742286;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.016999;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687790;-0.043414;39.928098;0.082189;449.878302;0.132741;310.017624;128.851651;-0.723036;-1.000207;0.898951;62.012301;2.299768;128.742267;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.017255;1.039999;1.009992;0.984956;0.979989;1.004962;0.979997;1.015038;478.687756;-0.043376;39.928140;0.082118;449.878424;0.132635;310.017623;128.851659;-0.723051;-1.000180;0.898944;62.012338;2.299776;128.742229;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010733;0.980139;1.022612;
0.017767;1.039999;1.009992;0.984957;0.979989;1.004962;0.979997;1.015038;478.687689;-0.043301;39.928226;0.081978;449.878669;0.132424;310.017621;128.851677;-0.723080;-1.000127;0.898932;62.012410;2.299790;128.742155;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010734;0.980139;1.022612;
0.018791;1.039998;1.009992;0.984957;0.979988;1.004962;0.979997;1.015038;478.687556;-0.043149;39.928394;0.081696;449.879159;0.132000;310.017619;128.851711;-0.723138;-1.000023;0.898908;62.012550;2.299821;128.742008;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010734;0.980139;1.022612;
0.020839;1.039998;1.009992;0.984957;0.979988;1.004962;0.979997;1.015038;478.687290;-0.042842;39.928727;0.081134;449.880144;0.131150;310.017620;128.851779;-0.723250;-0.999823;0.898868;62.012819;2.299885;128.741726;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984878;0.980070;1.010734;0.980139;1.022611;
0.024935;1.039998;1.009992;0.984957;0.979988;1.004962;0.979997;1.015038;478.686759;-0.042222;39.929371;0.080007;449.882127;0.129433;310.017642;128.851911;-0.723464;-0.999453;0.898809;62.013310;2.300025;128.741203;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984879;0.980070;1.010734;0.980139;1.022611;
0.033127;1.039998;1.009992;0.984957;0.979988;1.004962;0.979996;1.015038;478.685708;-0.040943;39.930581;0.077740;449.886162;0.125939;310.017758;128.852159;-0.723848;-0.998823;0.898778;62.014119;2.300351;128.740311;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047590;1.009949;0.984879;0.980070;1.010734;0.980139;1.022611;
0.049511;1.039998;1.009992;0.984957;0.979988;1.004962;0.979996;1.015037;478.683632;-0.038230;39.932710;0.073119;449.894548;0.118692;310.018228;128.852609;-0.724478;-0.997926;0.899007;62.015154;2.301169;128.739035;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.047589;1.009949;0.984879;0.980070;1.010734;0.980138;1.022610;
0.082279;1.039998;1.009992;0.984957;0.979987;1.004962;0.979995;1.015036;478.679576;-0.032165;39.935957;0.063410;449.912703;0.103223;310.019786;128.853400;-0.725373;-0.997119;0.900336;62.015509;2.303353;128.737941;1.000000;1.000000;1.000000;0.999999;1.000001;0.999999;1.000000;1.047589;1.009949;0.984879;0.980069;1.010734;0.980137;1.022609;
0.147815;1.039998;1.009993;0.984957;0.979985;1.004961;0.979993;1.015036;478.672101;-0.017962;39.939087;0.042661;449.953199;0.069854;310.023763;128.854765;-0.726454;-0.997393;0.904944;62.012409;2.309097;128.738962;1.000000;1.000000;1.000000;0.999999;1.000001;0.999999;1.000000;1.047589;1.009949;0.984879;0.980068;1.010733;0.980136;1.022609;
0.278887;1.039998;1.009994;0.984955;0.979982;1.004957;0.979990;1.015037;478.662533;0.012228;39.935964;0.004692;450.031172;0.008127;310.029501;128.856697;-0.727701;-0.999654;0.915726;62.002108;2.321363;128.745460;1.000000;1.000000;0.999999;0.999999;1.000001;0.999999;1.000000;1.047589;1.009950;0.984876;0.980066;1.010729;0.980133;1.022610;
0.477214;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662658;0.043069;39.925069;-0.025201;450.093521;-0.041650;310.029705;128.857434;-0.728416;-1.003340;0.926742;61.990989;2.332940;128.755647;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477214;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662658;0.043069;39.925069;-0.025201;450.093521;-0.041650;310.029705;128.857434;-0.728416;-1.003340;0.926742;61.990989;2.332940;128.755647;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477215;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662658;0.043069;39.925069;-0.025201;450.093520;-0.041650;310.029705;128.857434;-0.728416;-1.003340;0.926742;61.990989;2.332940;128.755647;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477216;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662658;0.043069;39.925068;-0.025201;450.093521;-0.041650;310.029705;128.857434;-0.728416;-1.003340;0.926742;61.990989;2.332941;128.755647;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477218;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662658;0.043069;39.925068;-0.025201;450.093521;-0.041650;310.029705;128.857434;-0.728416;-1.003340;0.926743;61.990989;2.332941;128.755647;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477222;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662659;0.043070;39.925068;-0.025201;450.093522;-0.041651;310.029704;128.857434;-0.728416;-1.003340;0.926743;61.990989;2.332941;128.755647;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477230;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662659;0.043071;39.925067;-0.025202;450.093524;-0.041652;310.029704;128.857434;-0.728416;-1.003340;0.926743;61.990988;2.332941;128.755648;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477246;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662660;0.043074;39.925065;-0.025204;450.093529;-0.041655;310.029704;128.857434;-0.728416;-1.003341;0.926744;61.990987;2.332942;128.755649;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477278;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662661;0.043079;39.925061;-0.025208;450.093537;-0.041662;310.029703;128.857434;-0.728416;-1.003342;0.926746;61.990984;2.332944;128.755652;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477342;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662664;0.043089;39.925054;-0.025215;450.093554;-0.041674;310.029702;128.857434;-0.728416;-1.003343;0.926750;61.990979;2.332948;128.755657;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477470;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662669;0.043109;39.925039;-0.025229;450.093587;-0.041699;310.029700;128.857433;-0.728415;-1.003347;0.926758;61.990969;2.332955;128.755667;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.477726;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662680;0.043149;39.925010;-0.025258;450.093653;-0.041748;310.029695;128.857433;-0.728415;-1.003354;0.926774;61.990950;2.332970;128.755687;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.478238;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662702;0.043229;39.924951;-0.025314;450.093785;-0.041845;310.029686;128.857431;-0.728413;-1.003369;0.926805;61.990910;2.333000;128.755726;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.479262;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662746;0.043388;39.924833;-0.025427;450.094047;-0.042039;310.029666;128.857429;-0.728411;-1.003398;0.926867;61.990833;2.333059;128.755805;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.481310;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.662838;0.043703;39.924597;-0.025646;450.094561;-0.042418;310.029625;128.857423;-0.728406;-1.003454;0.926988;61.990680;2.333175;128.755961;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010725;0.980132;1.022613;
0.485406;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.663028;0.044320;39.924128;-0.026065;450.095545;-0.043145;310.029536;128.857412;-0.728398;-1.003563;0.927225;61.990385;2.333401;128.756267;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010724;0.980132;1.022613;
0.493598;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.663442;0.045503;39.923198;-0.026824;450.097344;-0.044471;310.029327;128.857384;-0.728384;-1.003765;0.927669;61.989837;2.333824;128.756855;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984873;0.980065;1.010724;0.980132;1.022613;
0.509910;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.664396;0.047648;39.921382;-0.028012;450.100236;-0.046603;310.028806;128.857311;-0.728363;-1.004122;0.928446;61.988895;2.334555;128.757943;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984872;0.980065;1.010724;0.980132;1.022613;
0.509910;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.664396;0.047648;39.921382;-0.028012;450.100236;-0.046603;310.028806;128.857311;-0.728363;-1.004122;0.928446;61.988895;2.334555;128.757943;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984872;0.980065;1.010724;0.980132;1.022613;
0.509910;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.664396;0.047648;39.921382;-0.028012;450.100236;-0.046603;310.028806;128.857311;-0.728363;-1.004122;0.928446;61.988895;2.334555;128.757943;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984872;0.980065;1.010724;0.980132;1.022613;
0.509982;1.039998;1.009995;0.984951;0.979980;1.004954;0.979987;1.015039;478.664400;0.047657;39.921374;-0.028016;450.100247;-0.046611;310.028803;128.857311;-0.728362;-1.004124;0.928449;61.988892;2.334558;128.757948;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984872;0.980065;1.010724;0.980132;1.022613;
0.542750;1.039998;1.009995;0.984950;0.979980;1.004953;0.979987;1.015040;478.666798;0.051095;39.917933;-0.029116;450.103229;-0.048844;310.027403;128.857091;-0.728318;-1.004730;0.929618;61.987523;2.335596;128.759868;1.000000;1.000000;0.999999;0.999999;1.000000;0.999999;0.999999;1.047590;1.009951;0.984872;0.980065;1.010724;0.980132;1.022614;
0.608286;1.039998;1.009995;0.984949;0.979981;1.004953;0.979988;1.015040;478.673040;0.054573;39.912278;-0.026708;450.098665;-0.045860;310.023699;128.856402;-0.728132;-1.005851;0.930669;61.986366;2.336144;128.762957;1.000000;1.000000;0.999999;0.999999;0.999999;0.999999;0.999999;1.047590;1.009952;0.984871;0.980066;1.010724;0.980132;1.022615;
0.739358;1.039998;1.009995;0.984949;0.979983;1.004954;0.979990;1.015042;478.686879;0.051161;39.907383;-0.010682;450.061989;-0.021009;310.015860;128.854613;-0.727285;-1.008712;0.929650;61.987437;2.333290;128.767158;1.000000;0.999999;0.999999;1.000000;0.999999;1.000000;0.999999;1.047590;1.009951;0.984870;0.980068;1.010725;0.980134;1.022617;
1.000000;1.039999;1.009995;0.984949;0.979987;1.004956;0.979994;1.015044;478.700756;0.031094;39.914667;0.021570;449.984200;0.031935;0.000000;128.852261;-0.725021;-1.015850;0.925842;61.989937;2.325631;0.000000;0.999999;0.999999;0.999999;1.000000;0.999998;1.000000;0.999999;1.047590;1.009951;0.984869;0.980071;1.010726;0.980138;1.022619;
1.000000;1.023534;1.003021;0.976674;0.977403;0.998471;0.961829;0.906630;528.423495;31.092396;75.894487;13.610311;476.086301;80.063078;0.000000;181.944221;24.472053;25.140700;7.861579;79.194343;64.520996;0.000000;0.999999;0.999999;0.999999;1.000000;0.999998;1.000000;0.999999;1.034370;1.004501;0.978821;0.978122;1.005791;0.965908;0.000000;
